"Name","Platform","Year_of_Release","Genre","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Prom_Score","Sales",""
"Rocket Power: Beach Bandits","GBA","2002","Platform","0.2","0.07","0","0.01","0.28","0.0","0.0","0.0","0.0","0","0.092516107715183",""
"Pitfall: The Mayan Adventure","GBA","2001","Platform","0.2","0.07","0","0.01","0.28","58.0","0.0","0.0","0.0","29","0.092516107715183",""
"Disney's Treasure Planet","GBA","2002","Action","0.2","0.07","0","0.01","0.28","68.0","6.0","0.0","0.0","34","0.092516107715183",""
"Corvette","GBA","2003","Racing","0.2","0.07","0","0.01","0.28","0.0","0.0","0.0","0.0","0","0.092516107715183",""
"Power Pro Kun Pocket 3","GBA","2001","Sports","0","0","0.27","0.01","0.28","0.0","0.0","0.0","0.0","0","0.092516107715183",""
"Castlevania: Aria of Sorrow","GBA","2003","Platform","0.2","0.07","0","0","0.28","90.0","29.0","9.0","27.0","90","0.089211961011069",""
"The Legend of Zelda: The Minish Cap(weekly JP sales)","GBA","2004","Action","0","0","0.27","0.01","0.27","0.0","0.0","0.0","0.0","0","0.089211961011069",""
"Motocross Maniacs Advance","GBA","2002","Racing","0.2","0.07","0","0","0.27","69.0","0.0","0.0","0.0","34.5","0.089211961011069",""
"M&M's Blast!","GBA","2001","Puzzle","0.2","0.07","0","0","0.27","0.0","0.0","0.0","0.0","0","0.089211961011069",""
"NickToons: Racing","GBA","2002","Racing","0.19","0.07","0","0","0.27","78.0","4.0","0.0","0.0","39","0.089211961011069",""
"Over the Hedge","GBA","2006","Platform","0.19","0.07","0","0","0.27","49.0","0.0","0.0","0.0","24.5","0.089211961011069",""
"WWE Road to WrestleMania X8","GBA","2002","Fighting","0.19","0.07","0","0","0.27","73.0","0.0","7.5","6.0","74","0.089211961011069",""
"Yu-Gi-Oh! The Sacred Cards (JP weekly sales)","GBA","2002","Role-Playing","0","0","0.26","0.01","0.27","0.0","0.0","0.0","0.0","0","0.089211961011069",""
"Mat Hoffman's Pro BMX","GBA","2001","Sports","0.19","0.07","0","0","0.27","70.0","0.0","0.0","0.0","35","0.089211961011069",""
"Magical Vacation","GBA","2001","Role-Playing","0","0","0.26","0.01","0.27","0.0","0.0","0.0","0.0","0","0.089211961011069",""
"Connect Four / Perfection / Trouble","GBA","2005","Misc","0.19","0.07","0","0","0.27","0.0","0.0","0.0","0.0","0","0.089211961011069",""
"Operation Armored Liberty","GBA","2003","Action","0.19","0.07","0","0","0.27","0.0","0.0","0.0","0.0","0","0.089211961011069",""
"Sonic X: Game Boy Advance Video Volume 1","GBA","2004","Misc","0.19","0.07","0","0","0.27","0.0","0.0","0.0","0.0","0","0.085907814306956",""
"Dungeons & Dragons: Eye of the Beholder","GBA","2002","Role-Playing","0.19","0.07","0","0","0.26","0.0","0.0","0.0","0.0","0","0.085907814306956",""
"Rugrats: I Gotta Go Party","GBA","2002","Action","0.19","0.07","0","0","0.26","0.0","0.0","0.0","0.0","0","0.085907814306956",""
"The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron","GBA","2002","Action","0.19","0.07","0","0","0.26","55.0","5.0","0.0","0.0","27.5","0.085907814306956",""
"Hey Arnold! The Movie","GBA","2002","Platform","0.19","0.07","0","0","0.26","0.0","0.0","0.0","0.0","0","0.085907814306956",""
"Final Fantasy V Advance","GBA","2006","Role-Playing","0","0","0.26","0.01","0.26","83.0","25.0","7.2","75.0","77.5","0.085907814306956",""
"Need for Speed: Most Wanted","GBA","2005","Racing","0.19","0.07","0","0","0.26","0.0","0.0","8.3","4.0","41.5","0.085907814306956",""
"Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006","GBA","2006","Misc","0.14","0.05","0.07","0.01","0.26","0.0","0.0","0.0","0.0","0","0.085907814306956",""
"Power Pro Kun Pocket 5","GBA","2003","Sports","0","0","0.25","0.01","0.26","0.0","0.0","0.0","0.0","0","0.085907814306956",""
"Konjiki no Gashbell!! Makai no Bookmark","GBA","2004","Adventure","0","0","0.25","0.01","0.26","0.0","0.0","0.0","0.0","0","0.085907814306956",""
"Dora the Explorer: The Search for Pirate Pig's Treasure","GBA","2002","Adventure","0.19","0.07","0","0","0.26","0.0","0.0","0.0","0.0","0","0.085907814306956",""
"Classic NES Series: Bomberman","GBA","2004","Action","0.1","0.04","0.11","0.01","0.26","0.0","0.0","0.0","0.0","0","0.085907814306956",""
"Frogger's Journey: The Forgotten Relic","GBA","2003","Action","0.18","0.07","0","0","0.26","59.0","6.0","0.0","0.0","29.5","0.085907814306956",""
"Dora the Explorer: Game Boy Advance Video Volume 1","GBA","2004","Misc","0.18","0.07","0","0","0.26","0.0","0.0","0.0","0.0","0","0.085907814306956",""
"Bionicle: Matoran Adventures","GBA","2002","Platform","0.18","0.07","0","0","0.26","0.0","0.0","0.0","0.0","0","0.085907814306956",""
"ATV: Quad Power Racing","GBA","2002","Racing","0.18","0.07","0","0","0.26","49.0","7.0","0.0","0.0","24.5","0.085907814306956",""
"Super Robot Taisen R","GBA","2002","Strategy","0","0","0.25","0.01","0.26","0.0","0.0","0.0","0.0","0","0.085907814306956",""
"Castlevania: Harmony of Dissonance","GBA","2002","Platform","0.16","0.06","0.04","0","0.26","87.0","27.0","8.2","39.0","84.5","0.082603667602842",""
"Super Street Fighter II: Turbo Revival","GBA","2001","Fighting","0.18","0.07","0","0","0.25","84.0","7.0","7.4","0.0","79","0.082603667602842",""
"Ice Age 2: The Meltdown","GBA","2006","Platform","0.18","0.07","0","0","0.25","0.0","0.0","0.0","0.0","0","0.082603667602842",""
"Spy Kids Challenger","GBA","2002","Platform","0.18","0.07","0","0","0.25","0.0","0.0","0.0","0.0","0","0.082603667602842",""
"Cartoon Network Collection: Game Boy Advance Video Volume 1","GBA","2004","Misc","0.18","0.07","0","0","0.25","0.0","0.0","0.0","0.0","0","0.082603667602842",""
"Bomberman Tournament","GBA","2001","Puzzle","0.1","0.04","0.1","0.01","0.25","88.0","6.0","0.0","0.0","44","0.082603667602842",""
"Midway's Greatest Arcade Hits","GBA","2001","Misc","0.18","0.07","0","0","0.25","48.0","9.0","0.0","0.0","24","0.082603667602842",""
"Golden Nugget Casino","GBA","2004","Misc","0.18","0.07","0","0","0.25","0.0","0.0","0.0","0.0","0","0.082603667602842",""
"Medabots AX: Metabee","GBA","2002","Role-Playing","0.18","0.07","0","0","0.25","0.0","0.0","0.0","0.0","0","0.082603667602842",""
"Tennis no Oji-Sama: Genius Boys Academy","GBA","2002","Sports","0","0","0.24","0.01","0.25","0.0","0.0","0.0","0.0","0","0.082603667602842",""
"Butt Ugly Martians: B.K.M. Battles","GBA","2002","Action","0.18","0.07","0","0","0.25","63.0","6.0","0.0","0.0","31.5","0.082603667602842",""
"Sorry! / Aggravation / Scrabble Junior","GBA","2005","Misc","0.18","0.07","0","0","0.25","0.0","0.0","0.0","0.0","0","0.082603667602842",""
"Classic NES Series: Excitebike","GBA","2004","Racing","0.11","0.04","0.1","0.01","0.25","66.0","2.0","0.0","0.0","33","0.082603667602842",""
"Classic NES Series: Xevious","GBA","2004","Shooter","0.08","0.03","0.12","0.01","0.25","0.0","0.0","0.0","0.0","0","0.079299520898728",""
"Catz","GBA","2005","Simulation","0.18","0.06","0","0","0.24","0.0","0.0","7.9","8.0","39.5","0.079299520898728",""
"DK: King of Swing","GBA","2005","Platform","0.17","0.06","0","0","0.24","70.0","30.0","5.0","6.0","60","0.079299520898728",""
"All Grown Up!: Game Boy Advance Video Volume 1","GBA","2004","Misc","0.17","0.06","0","0","0.24","0.0","0.0","0.0","0.0","0","0.079299520898728",""
"Ms. Pac-Man: Maze Madness / Pac-Man World","GBA","2005","Puzzle","0.17","0.06","0","0","0.24","0.0","0.0","0.0","0.0","0","0.079299520898728",""
"Tony Hawk's American Sk8land","GBA","2005","Sports","0.17","0.06","0","0","0.24","64.0","7.0","5.4","5.0","59","0.079299520898728",""
"Densetsu no Stafi 3","GBA","2004","Platform","0","0","0.23","0.01","0.24","0.0","0.0","0.0","0.0","0","0.079299520898728",""
"Grand Theft Auto","GBA","2004","Action","0.17","0.06","0","0","0.24","68.0","33.0","7.0","23.0","69","0.079299520898728",""
"Dora the Explorer: Super Star Adventures","GBA","2004","Adventure","0.17","0.06","0","0","0.24","0.0","0.0","0.0","0.0","0","0.079299520898728",""
"Polly Pocket: Super Splash Island","GBA","2003","Action","0.17","0.06","0","0","0.24","0.0","0.0","0.0","0.0","0","0.075995374194615",""
"Super Robot Taisen D","GBA","2003","Strategy","0","0","0.23","0.01","0.23","0.0","0.0","0.0","0.0","0","0.075995374194615",""
"Yu-Gi-Oh! GX: Duel Academy","GBA","2005","Misc","0.17","0.06","0","0","0.23","0.0","0.0","0.0","0.0","0","0.075995374194615",""
"Madden NFL 06","GBA","2005","Sports","0.17","0.06","0","0","0.23","70.0","7.0","0.0","0.0","35","0.075995374194615",""
"Mega Man & Bass","GBA","2002","Platform","0.16","0.06","0","0","0.23","0.0","0.0","0.0","0.0","0","0.075995374194615",""
"Barbie as The Island Princess","GBA","2007","Adventure","0.16","0.06","0","0","0.23","0.0","0.0","0.0","0.0","0","0.075995374194615",""
"Mega Man Battle Network 5: Team Colonel / Protoman","GBA","2004","Role-Playing","0.16","0.06","0","0","0.23","0.0","0.0","0.0","0.0","0","0.072691227490501",""
"EX Monopoly","GBA","2001","Misc","0.16","0.06","0","0","0.22","0.0","0.0","0.0","0.0","0","0.072691227490501",""
"Breath of Fire","GBA","2001","Role-Playing","0.11","0.04","0.06","0","0.22","79.0","7.0","8.8","9.0","83.5","0.072691227490501",""
"Hamtaro: Ham-Ham Games","GBA","2004","Sports","0.16","0.06","0","0","0.22","77.0","20.0","7.8","6.0","77.5","0.072691227490501",""
"Danny Phantom: The Ultimate Enemy","GBA","2005","Action","0.16","0.06","0","0","0.22","0.0","0.0","8.8","4.0","44","0.072691227490501",""
"Mega Man Zero 3","GBA","2004","Platform","0.16","0.06","0","0","0.22","77.0","20.0","9.0","22.0","83.5","0.072691227490501",""
"Nicktoons Collection: Game Boy Advance Video Volume 2","GBA","2004","Misc","0.16","0.06","0","0","0.22","0.0","0.0","0.0","0.0","0","0.072691227490501",""
"Duel Masters: Kaijudo Showdown","GBA","2004","Misc","0.16","0.06","0","0","0.22","66.0","0.0","0.0","0.0","33","0.072691227490501",""
"The Lord of the Rings: The Third Age","GBA","2004","Role-Playing","0.16","0.06","0","0","0.22","67.0","7.0","8.5","2.0","76","0.072691227490501",""
"Disney's Magical Quest Starring Mickey and Minnie","GBA","2002","Action","0.16","0.06","0","0","0.22","0.0","0.0","0.0","0.0","0","0.072691227490501",""
"Naruto: Ninja Council","GBA","2003","Action","0.16","0.06","0","0","0.22","60.0","2.0","7.0","9.0","65","0.072691227490501",""
"Samurai Jack: The Amulet of Time","GBA","2003","Platform","0.16","0.06","0","0","0.22","63.0","3.0","0.0","0.0","31.5","0.072691227490501",""
"American Idol","GBA","2003","Misc","0.15","0.06","0","0","0.22","0.0","0.0","4.8","5.0","24","0.072691227490501",""
"Britney's Dance Beat","GBA","2002","Misc","0.15","0.06","0","0","0.22","53.0","4.0","7.4","5.0","63.5","0.069387080786387",""
"Robotech: The Macross Saga","GBA","2002","Shooter","0.15","0.06","0","0","0.21","60.0","8.0","6.5","4.0","62.5","0.069387080786387",""
"Famicom Mini: Ganbare Goemon! Karakuri Douchuu","GBA","2004","Platform","0","0","0.2","0.01","0.21","0.0","0.0","0.0","0.0","0","0.069387080786387",""
"Shrek: Reekin' Havoc","GBA","2003","Platform","0.15","0.06","0","0","0.21","57.0","0.0","0.0","0.0","28.5","0.069387080786387",""
"SpongeBob SquarePants: Game Boy Advance Video Volume 3","GBA","2004","Misc","0.15","0.05","0","0","0.21","0.0","0.0","0.0","0.0","0","0.069387080786387",""
"Final Fight One","GBA","2001","Fighting","0.09","0.03","0.08","0","0.21","82.0","6.0","7.8","8.0","80","0.069387080786387",""
"Power Rangers: Wild Force","GBA","2002","Action","0.15","0.05","0","0","0.21","55.0","4.0","6.9","8.0","62","0.066082934082274",""
"Mary-Kate and Ashley: Girls Night Out","GBA","2002","Misc","0.15","0.05","0","0","0.2","75.0","5.0","0.0","0.0","37.5","0.066082934082274",""
"Beyblade G-Revolution","GBA","2004","Action","0.15","0.05","0","0","0.2","40.0","5.0","7.8","5.0","59","0.066082934082274",""
"CandyLand / Chutes & Ladders / Memory","GBA","2005","Misc","0.15","0.05","0","0","0.2","0.0","0.0","0.0","0.0","0","0.066082934082274",""
"Rocket Power: Zero Gravity Zone","GBA","2003","Sports","0.14","0.05","0","0","0.2","0.0","0.0","0.0","0.0","0","0.066082934082274",""
"Harvest Moon: More Friends of Mineral Town","GBA","2003","Simulation","0.14","0.05","0","0","0.2","82.0","8.0","9.2","40.0","87","0.066082934082274",""
"X2: Wolverine's Revenge","GBA","2003","Platform","0.14","0.05","0","0","0.2","72.0","8.0","7.2","5.0","72","0.066082934082274",""
"Super Dodge Ball Advance","GBA","2001","Sports","0.14","0.05","0","0","0.2","79.0","0.0","0.0","0.0","39.5","0.066082934082274",""
"Namco Museum: 50th Anniversary","GBA","2005","Misc","0.14","0.05","0","0","0.2","60.0","7.0","0.0","0.0","30","0.066082934082274",""
"Backyard Hockey","GBA","2003","Sports","0.14","0.05","0","0","0.2","0.0","0.0","0.0","0.0","0","0.066082934082274",""
"Ratatouille","GBA","2007","Action","0.14","0.05","0","0","0.2","65.0","4.0","0.0","0.0","32.5","0.066082934082274",""
"The Fairly Odd Parents: Enter the Cleft","GBA","2002","Platform","0.14","0.05","0","0","0.2","0.0","0.0","0.0","0.0","0","0.066082934082274",""
"Power Rangers: Time Force","GBA","2001","Action","0.14","0.05","0","0","0.2","0.0","0.0","0.0","0.0","0","0.066082934082274",""
"Dexter's Lab Chess Challenge","GBA","2002","Misc","0.14","0.05","0","0","0.2","0.0","0.0","0.0","0.0","0","0.06277878737816",""
"The Hobbit","GBA","2003","Platform","0.14","0.05","0","0","0.19","67.0","6.0","9.2","7.0","79.5","0.06277878737816",""
"Breath of Fire II","GBA","2001","Role-Playing","0.14","0.05","0","0","0.19","80.0","6.0","8.8","6.0","84","0.06277878737816",""
"Dinotopia: The Timestone Pirates","GBA","2002","Action","0.14","0.05","0","0","0.19","64.0","9.0","0.0","0.0","32","0.06277878737816",""
"Tales of the World: Narikiri Dungeon 2","GBA","2002","Role-Playing","0","0","0.19","0","0.19","0.0","0.0","0.0","0.0","0","0.06277878737816",""
"Dave Mirra Freestyle BMX 2","GBA","2001","Sports","0.14","0.05","0","0","0.19","85.0","7.0","0.0","0.0","42.5","0.06277878737816",""
"The Polar Express","GBA","2004","Adventure","0.14","0.05","0","0","0.19","0.0","0.0","0.0","0.0","0","0.06277878737816",""
"Frogger's Adventures 2: The Lost Wand","GBA","2002","Adventure","0.14","0.05","0","0","0.19","75.0","4.0","0.0","0.0","37.5","0.06277878737816",""
"SSX Tricky","GBA","2002","Sports","0.14","0.05","0","0","0.19","66.0","9.0","0.0","0.0","33","0.06277878737816",""
"Lunar Legend","GBA","2002","Role-Playing","0.14","0.05","0","0","0.19","79.0","20.0","7.8","8.0","78.5","0.06277878737816",""
"Crash & Spyro Superpack","GBA","2005","Platform","0.13","0.05","0","0","0.19","0.0","0.0","0.0","0.0","0","0.06277878737816",""
"Thomas the Tank Engine & Friends","GBA","2004","Adventure","0.13","0.05","0","0","0.19","0.0","0.0","0.0","0.0","0","0.06277878737816",""
"The Scorpion King: Sword of Osiris","GBA","2002","Action","0.13","0.05","0","0","0.19","72.0","4.0","0.0","0.0","36","0.06277878737816",""
"Jackie Chan Adventures: Legend of the Dark Hand","GBA","2001","Action","0.13","0.05","0","0","0.19","0.0","0.0","0.0","0.0","0","0.059474640674046",""
"Sports Illustrated for Kids: Football","GBA","2003","Sports","0.13","0.05","0","0","0.18","0.0","0.0","0.0","0.0","0","0.059474640674046",""
"Super Robot Taisen J","GBA","2005","Strategy","0","0","0.18","0","0.18","0.0","0.0","0.0","0.0","0","0.059474640674046",""
"Jurassic Park III: Island Attack","GBA","2001","Adventure","0.13","0.05","0","0","0.18","57.0","6.0","0.0","0.0","28.5","0.059474640674046",""
"Atari Anniversary Advance","GBA","2002","Misc","0.13","0.05","0","0","0.18","75.0","7.0","0.0","0.0","37.5","0.059474640674046",""
"Pok̩mon I Choose You / Squirtle Squad Game Boy Advance Video","GBA","2004","Misc","0.13","0.05","0","0","0.18","0.0","0.0","0.0","0.0","0","0.059474640674046",""
"Batman: Vengeance","GBA","2001","Adventure","0.13","0.05","0","0","0.18","68.0","8.0","0.0","0.0","34","0.059474640674046",""
"Tiger Woods PGA Tour 2004","GBA","2003","Sports","0.13","0.05","0","0","0.18","75.0","5.0","7.5","4.0","75","0.059474640674046",""
"The Game of Life / Yahtzee / Payday","GBA","2005","Misc","0.13","0.05","0","0","0.18","0.0","0.0","0.0","0.0","0","0.059474640674046",""
"All Grown Up! Express Yourself","GBA","2004","Misc","0.13","0.05","0","0","0.18","0.0","0.0","0.0","0.0","0","0.059474640674046",""
"Looney Tunes: Back in Action","GBA","2003","Platform","0.13","0.05","0","0","0.18","47.0","7.0","0.0","0.0","23.5","0.059474640674046",""
"Virtua Tennis","GBA","2002","Sports","0.13","0.05","0","0","0.18","83.0","4.0","0.0","0.0","41.5","0.059474640674046",""
"ESPN X Games Skateboarding","GBA","2001","Sports","0.13","0.05","0","0","0.18","0.0","0.0","0.0","0.0","0","0.059474640674046",""
"Backyard Basketball","GBA","2004","Sports","0.13","0.05","0","0","0.18","0.0","0.0","0.0","0.0","0","0.059474640674046",""
"Scooby-Doo! Unmasked","GBA","2005","Platform","0.13","0.05","0","0","0.18","0.0","0.0","0.0","0.0","0","0.056170493969933",""
"Teen Titans","GBA","2005","Action","0.13","0.05","0","0","0.17","60.0","9.0","0.0","0.0","30","0.056170493969933",""
"Sports Illustrated for Kids: Baseball","GBA","2001","Sports","0.12","0.05","0","0","0.17","39.0","4.0","0.0","0.0","19.5","0.056170493969933",""
"World Championship Poker","GBA","2004","Misc","0.12","0.05","0","0","0.17","66.0","5.0","0.0","0.0","33","0.056170493969933",""
"ESPN Final Round Golf 2002","GBA","2001","Sports","0.12","0.05","0","0","0.17","70.0","0.0","0.0","0.0","35","0.056170493969933",""
"Hello Kitty: Happy Party Pals","GBA","2005","Misc","0.12","0.05","0","0","0.17","0.0","0.0","0.0","0.0","0","0.056170493969933",""
"Tak: The Great Juju Challenge","GBA","2005","Platform","0.12","0.05","0","0","0.17","52.0","6.0","0.0","0.0","26","0.056170493969933",""
"Batman Begins","GBA","2005","Action","0.12","0.05","0","0","0.17","60.0","5.0","6.9","9.0","64.5","0.056170493969933",""
"Dragon Ball GT: Game Boy Advance Video Volume 1","GBA","2004","Misc","0.12","0.05","0","0","0.17","0.0","0.0","0.0","0.0","0","0.056170493969933",""
"Codename: Kids Next Door: Game Boy Advance Video Volume 1","GBA","2004","Misc","0.12","0.05","0","0","0.17","0.0","0.0","0.0","0.0","0","0.056170493969933",""
"Pok̩mon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video","GBA","2004","Misc","0.12","0.05","0","0","0.17","0.0","0.0","0.0","0.0","0","0.056170493969933",""
"Disney's Home on the Range","GBA","2004","Action","0.12","0.04","0","0","0.17","65.0","4.0","0.0","0.0","32.5","0.056170493969933",""
"Gyakuten Saiban 3","GBA","2004","Adventure","0","0","0.16","0","0.17","0.0","0.0","0.0","0.0","0","0.056170493969933",""
"Teenage Mutant Ninja Turtles: Game Boy Advance Video Volume 1","GBA","2004","Misc","0.12","0.04","0","0","0.17","0.0","0.0","0.0","0.0","0","0.056170493969933",""
"James Bond 007: Everything or Nothing","GBA","2003","Shooter","0.12","0.04","0","0","0.17","73.0","7.0","8.3","0.0","78","0.056170493969933",""
"Matchbox Cross Town Heroes","GBA","2002","Racing","0.12","0.04","0","0","0.17","0.0","0.0","0.0","0.0","0","0.056170493969933",""
"Wolfenstein 3D","GBA","2002","Shooter","0.12","0.04","0","0","0.17","57.0","9.0","6.0","7.0","58.5","0.056170493969933",""
"Mousetrap / Operation / Simon","GBA","2005","Misc","0.12","0.04","0","0","0.17","0.0","0.0","0.0","0.0","0","0.052866347265819",""
"Hot Wheels Velocity X","GBA","2002","Racing","0.12","0.04","0","0","0.16","0.0","0.0","0.0","0.0","0","0.052866347265819",""
"Paws & Claws: Pet Resort","GBA","2006","Simulation","0.12","0.04","0","0","0.16","0.0","0.0","0.0","0.0","0","0.052866347265819",""
"Curious George","GBA","2006","Action","0.12","0.04","0","0","0.16","65.0","5.0","0.0","0.0","32.5","0.052866347265819",""
"Tom and Jerry: Infurnal Escape","GBA","2003","Action","0.12","0.04","0","0","0.16","0.0","0.0","0.0","0.0","0","0.052866347265819",""
