"Name","Platform","Year_of_Release","Genre","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Prom_Score","Sales",""
"Tamagotchi no Pichi Pichi Omisecchi","DS","2010","Action","NA","NA","130","NA","130","NA","NA","NA","NA","NA","0.021344717182497",""
"Smart Boy's Gameroom","DS","2007","Misc","120","NA","NA","10","130","NA","NA","NA","NA","NA","0.021344717182497",""
"DreamWorks Super Star Kartz","DS","2011","Racing","80","30","NA","10","130","NA","NA","NA","NA","NA","0.021344717182497",""
"Left Brain Right Brain 2","DS","2008","Misc","120","NA","NA","10","130","50","4","NA","NA","NA","0.021344717182497",""
"Power Pro Kun Pocket 13","DS","2010","Sports","NA","NA","130","NA","130","NA","NA","NA","NA","NA","0.021344717182497",""
"Space Bust-A-Move","DS","2008","Puzzle","100","20","NA","10","120","70","20","NA","NA","NA","0.019702815860767",""
"Avatar: The Last Airbender - Into the Inferno","DS","2008","Adventure","110","10","NA","10","120","NA","NA","NA","NA","NA","0.019702815860767",""
"Charm Girls Club: My Fashion Mall","DS","2009","Simulation","120","NA","NA","10","120","NA","NA","NA","NA","NA","0.019702815860767",""
"Kilari: Na-san, Mon Meilleur Ami","DS","2006","Simulation","NA","NA","120","NA","120","NA","NA","NA","NA","NA","0.019702815860767",""
"Ochaken no Heya DS","DS","2006","Simulation","NA","NA","120","NA","120","NA","NA","NA","NA","NA","0.019702815860767",""
"Mugen no Frontier: Super Robot Taisen OG Saga EXCEED","DS","2010","Role-Playing","NA","NA","120","NA","120","NA","NA","NA","NA","NA","0.019702815860767",""
"Backyard Baseball '09","DS","2008","Sports","110","NA","NA","10","120","NA","NA","NA","NA","NA","0.019702815860767",""
"DS Yamamura Misa Suspense: Maiko Kogiku - Kisha Katherine - Sougiya Isa Akashi - Koto ni Maru Hana Sanrin: Kyoto Satujin Jinken File","DS","2008","Adventure","NA","NA","120","NA","120","NA","NA","NA","NA","NA","0.019702815860767",""
"All Kamen Rider: Rider Generation","DS","2011","Action","NA","NA","120","NA","120","NA","NA","NA","NA","NA","0.019702815860767",""
"M&M's Kart Racing","DS","2008","Racing","110","NA","NA","10","120","NA","NA","NA","NA","NA","0.019702815860767",""
"Eyeshield 21: Max Devil Power","DS","2006","Role-Playing","NA","NA","120","NA","120","NA","NA","NA","NA","NA","0.019702815860767",""
"Break 'Em All","DS","2005","Puzzle","110","NA","NA","10","120","68","22","NA","NA","NA","0.019702815860767",""
"Kaijuu Busters","DS","2009","Action","NA","NA","120","NA","120","NA","NA","NA","NA","NA","0.019702815860767",""
"Moshi Monsters: Katsuma Unleashed","DS","2013","Action","NA","110","NA","10","120","NA","NA","NA","NA","NA","0.019702815860767",""
"Legend of the Guardians: The Owls of Ga'Hoole","DS","2010","Action","110","10","NA","10","120","33","5","NA","NA","NA","0.019702815860767",""
"Medarot DS: Kabuto / Kuwagata Ver.","DS","2010","Role-Playing","NA","NA","120","NA","120","NA","NA","NA","NA","NA","0.019702815860767",""
"Lovely Lisa","DS","2007","Simulation","110","NA","NA","10","120","NA","NA","NA","NA","NA","0.019702815860767",""
"Yamakawa Shuppansha Kanshuu: Shousetsu Nihonshi B","DS","2007","Misc","NA","NA","120","NA","120","NA","NA","NA","NA","NA","0.019702815860767",""
"Horse Life","DS","2007","Simulation","90","20","NA","10","120","68","9","NA","NA","NA","0.019702815860767",""
"Zenses: Rainforest","DS","2008","Puzzle","100","10","NA","10","120","59","4","NA","NA","NA","0.019702815860767",""
"Backyard Baseball '10","DS","2009","Sports","110","NA","NA","10","120","NA","NA","NA","NA","NA","0.019702815860767",""
"Cabela's Dangerous Hunts 2011","DS","2010","Sports","110","NA","NA","10","120","NA","NA","NA","NA","NA","0.019702815860767",""
"My Farm Around the World","DS","2008","Simulation","110","NA","NA","10","120","NA","NA","NA","NA","NA","0.019702815860767",""
"SpongeBob's Surf & Skate Roadtrip","DS","2011","Action","100","10","NA","10","120","NA","NA","NA","NA","NA","0.019702815860767",""
"Transformers: War for Cybertron -- Decepticons","DS","2010","Action","110","10","NA","10","120","NA","NA","NA","NA","NA","0.019702815860767",""
"DiRT 2","DS","2009","Racing","60","40","NA","10","120","73","7","NA","NA","NA","0.019702815860767",""
"Super Robot Wars OG Saga: Masou Kishin - The Lord of Elemental","DS","2010","Strategy","NA","NA","120","NA","120","NA","NA","NA","NA","NA","0.019702815860767",""
"The Daring Game for Girls","DS","2010","Adventure","110","NA","NA","10","120","NA","NA","NA","NA","NA","0.019702815860767",""
"Petz Puppyz & Kittenz","DS","2011","Misc","110","NA","NA","10","120","NA","NA","NA","NA","NA","0.019702815860767",""
"MX vs. ATV Untamed","DS","2007","Racing","110","NA","NA","10","120","60","4","NA","NA","NA","0.019702815860767",""
"Rubik's World","DS","2008","Puzzle","100","10","NA","10","120","66","8","NA","NA","NA","0.019702815860767",""
"Zenses: Ocean","DS","2008","Puzzle","100","10","NA","10","120","56","5","NA","NA","NA","0.019702815860767",""
"The Clique: Diss and Make Up","DS","2009","Adventure","110","NA","NA","10","120","NA","NA","NA","NA","NA","0.019702815860767",""
"USA Today Crossword Challenge","DS","2008","Puzzle","110","NA","NA","10","120","NA","NA","NA","NA","NA","0.019702815860767",""
"Charm Girls Club: My Perfect Prom","DS","2009","Simulation","110","NA","NA","10","120","NA","NA","NA","NA","NA","0.019702815860767",""
"Ultimate Puzzle Games: Sudoku Edition","DS","2007","Puzzle","110","NA","NA","10","120","NA","NA","NA","NA","NA","0.019702815860767",""
"Petz Fantasy: Moonlight Magic","DS","2010","Simulation","110","NA","NA","10","120","NA","NA","NA","NA","NA","0.019702815860767",""
"Power Pro Kun Pocket 14","DS","2011","Sports","NA","NA","120","NA","120","NA","NA","NA","NA","NA","0.019702815860767",""
"Disney Princess: Enchanting Storybooks","DS","2011","Misc","70","30","NA","10","120","NA","NA","NA","NA","NA","0.019702815860767",""
"Yattaman DS: BikkuriDokkiri Daisakusen da Koron","DS","2008","Action","NA","NA","120","NA","120","NA","NA","NA","NA","NA","0.019702815860767",""
"My Chinese Coach","DS","2008","Misc","100","10","NA","10","120","NA","NA","NA","NA","NA","0.019702815860767",""
"DEATH NOTE: Kira Game","DS","2007","Adventure","NA","NA","120","NA","120","NA","NA","NA","NA","NA","0.019702815860767",""
"ASH: Archaic Sealed Heat","DS","2007","Role-Playing","NA","NA","120","NA","120","NA","NA","NA","NA","NA","0.019702815860767",""
"Dorabase 2: Nettou Ultra Stadium","DS","2009","Sports","NA","NA","120","NA","120","NA","NA","NA","NA","NA","0.019702815860767",""
"Midnight Mysteries: The Edgar Allan Poe Conspiracy","DS","2010","Adventure","80","30","NA","10","120","55","4","NA","NA","NA","0.019702815860767",""
"Minute to Win It","DS","2010","Misc","110","NA","NA","10","110","NA","NA","NA","NA","NA","0.018060914539036",""
"Heart Catch PreCure! Oshare Collection","DS","2010","Action","NA","NA","110","NA","110","NA","NA","NA","NA","NA","0.018060914539036",""
"Mechanic Master","DS","2008","Puzzle","100","NA","NA","10","110","76","9","NA","NA","NA","0.018060914539036",""
"Pac 'n Roll","DS","2005","Platform","90","NA","20","10","110","72","35","NA","NA","NA","0.018060914539036",""
"Animal Genius","DS","2007","Puzzle","100","NA","NA","10","110","NA","NA","NA","NA","NA","0.018060914539036",""
"The Lord of the Rings: Aragorn's Quest","DS","2010","Action","90","20","NA","10","110","NA","NA","NA","NA","NA","0.018060914539036",""
"Girl Time","DS","2009","Simulation","110","NA","NA","10","110","NA","NA","NA","NA","NA","0.018060914539036",""
"Mystery P.I. - Portrait of a Thief","DS","2008","Adventure","100","NA","NA","10","110","NA","NA","NA","NA","NA","0.018060914539036",""
"Garfield's Fun Fest","DS","2008","Platform","70","30","NA","10","110","44","5","NA","NA","NA","0.018060914539036",""
"Desktop Tower Defense","DS","2009","Strategy","100","NA","NA","10","110","NA","NA","NA","NA","NA","0.018060914539036",""
"My SAT Coach with The Princeton Review","DS","2008","Misc","100","NA","NA","10","110","NA","NA","NA","NA","NA","0.018060914539036",""
"The Hardy Boys: Treasure on the Tracks","DS","2009","Adventure","100","NA","NA","10","110","65","9","NA","NA","NA","0.018060914539036",""
"Cory in the House","DS","2007","Action","100","NA","NA","10","110","NA","NA","95","273","NA","0.018060914539036",""
"Pocket Pets","DS","2007","Simulation","100","NA","NA","10","110","NA","NA","NA","NA","NA","0.018060914539036",""
"Kousoku Card Battle: Card Hero","DS","2007","Strategy","NA","NA","110","NA","110","NA","NA","NA","NA","NA","0.018060914539036",""
"Tokimeki Memorial: Girl's Side 2nd Season","DS","2008","Adventure","NA","NA","110","NA","110","NA","NA","NA","NA","NA","0.018060914539036",""
"Fabulous Finds","DS","2009","Puzzle","100","NA","NA","10","110","NA","NA","NA","NA","NA","0.018060914539036",""
"Let's Play Garden","DS","2010","Simulation","100","NA","NA","10","110","NA","NA","NA","NA","NA","0.018060914539036",""
"Jake Hunter Detective Story: Memories of the Past","DS","2007","Adventure","60","NA","50","NA","110","72","5","NA","NA","NA","0.018060914539036",""
"Yard Sale Hidden Treasures: Sunnyville","DS","2010","Puzzle","100","NA","NA","10","110","NA","NA","NA","NA","NA","0.018060914539036",""
"Guitar Rock Tour","DS","2007","Misc","100","NA","NA","10","110","60","8","NA","NA","NA","0.018060914539036",""
"Puzzler World 2","DS","2010","Puzzle","20","70","NA","20","110","NA","NA","NA","NA","NA","0.018060914539036",""
"Kouchuu Ouja Mushi King: Super Collection","DS","2007","Action","NA","NA","110","NA","110","NA","NA","NA","NA","NA","0.018060914539036",""
"Soma Bringer","DS","2008","Role-Playing","NA","NA","110","NA","110","NA","NA","NA","NA","NA","0.018060914539036",""
"Paws & Claws Pet Vet: Australian Adventures","DS","2009","Simulation","100","NA","NA","10","110","NA","NA","NA","NA","NA","0.018060914539036",""
"Grease","DS","2010","Misc","100","NA","NA","10","110","NA","NA","NA","NA","NA","0.018060914539036",""
"Army Men: Soldiers of Misfortune","DS","2008","Shooter","100","NA","NA","10","110","35","4","NA","NA","NA","0.018060914539036",""
"Nicktoons: Unite!","DS","2006","Adventure","100","NA","NA","10","110","NA","NA","NA","NA","NA","0.018060914539036",""
"4 Game Fun Pack: Monopoly / Boggle / Yahtzee / Battleship","DS","2005","Misc","100","NA","NA","10","110","NA","NA","NA","NA","NA","0.018060914539036",""
"ATV: Quad Frenzy","DS","2005","Racing","100","NA","NA","10","110","35","5","NA","NA","NA","0.018060914539036",""
"Touch Detective 2 1/2","DS","2007","Adventure","90","NA","10","10","110","67","3","NA","NA","NA","0.018060914539036",""
"Animal Planet: Vet Life","DS","2009","Simulation","100","NA","NA","10","110","NA","NA","NA","NA","NA","0.018060914539036",""
"Irozuki Tingle no Koi no Balloon Trip","DS","2009","Adventure","NA","NA","110","NA","110","NA","NA","NA","NA","NA","0.018060914539036",""
"Silly Bandz: Play The Craze","DS","2010","Puzzle","100","NA","NA","10","110","NA","NA","NA","NA","NA","0.018060914539036",""
"ATV Quad Kings","DS","2010","Racing","100","NA","NA","10","110","47","4","NA","NA","NA","0.018060914539036",""
"Yamaha Supercross","DS","2009","Racing","100","NA","NA","10","110","NA","NA","NA","NA","NA","0.018060914539036",""
"The Cheetah Girls: Pop Star Sensations","DS","2007","Misc","100","NA","NA","10","110","NA","NA","NA","NA","NA","0.018060914539036",""
"Kirarin * Revolution: Kira Kira Idol Audition","DS","2006","Simulation","NA","NA","110","NA","110","NA","NA","NA","NA","NA","0.018060914539036",""
"Cats & Dogs: The Revenge of Kitty Galore","DS","2010","Action","100","NA","NA","10","110","NA","NA","NA","NA","NA","0.018060914539036",""
"Mega Man Battle Network 5: Double Team DS (JP sales)","DS","2005","Role-Playing","NA","NA","110","NA","110","NA","NA","NA","NA","NA","0.018060914539036",""
"My Boyfriend","DS","2008","Simulation","100","NA","NA","10","110","NA","NA","NA","NA","NA","0.018060914539036",""
"Sudokuro","DS","2007","Puzzle","100","NA","NA","10","110","NA","NA","NA","NA","NA","0.018060914539036",""
"Green Lantern: Rise of the Manhunters","DS","2011","Action","70","20","NA","10","110","NA","NA","NA","NA","NA","0.018060914539036",""
"Naruto Shippuden: Naruto vs. Sasuke","DS","2008","Action","70","NA","30","NA","110","64","7","NA","NA","NA","0.018060914539036",""
"Pro Yakyuu Team o Tsukurou! 2","DS","2009","Sports","NA","NA","110","NA","110","NA","NA","NA","NA","NA","0.018060914539036",""
"Rango: The Video Game","DS","2011","Action","70","30","NA","10","110","55","4","NA","NA","NA","0.018060914539036",""
"Viewtiful Joe: Double Trouble!","DS","2005","Action","80","NA","10","10","110","NA","NA","NA","NA","NA","0.018060914539036",""
"Petz Fashion: Dogz & Catz","DS","2009","Simulation","100","NA","NA","10","110","NA","NA","NA","NA","NA","0.018060914539036",""
"Hysteria Hospital: Emergency Ward","DS","2009","Action","100","NA","NA","10","110","45","2","NA","NA","NA","0.018060914539036",""
"Big League Sports: Summer","DS","2009","Sports","90","NA","NA","10","110","NA","NA","NA","NA","NA","0.018060914539036",""
"Rock Revolution","DS","2008","Misc","100","NA","NA","10","100","NA","NA","68","8","NA","0.016419013217306",""
"Power Pocket Koushien","DS","2005","Sports","NA","NA","100","NA","100","NA","NA","NA","NA","NA","0.016419013217306",""
"Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage","DS","2007","Simulation","NA","NA","100","NA","100","NA","NA","NA","NA","NA","0.016419013217306",""
"My First Dollhouse","DS","2010","Misc","100","NA","NA","10","100","NA","NA","NA","NA","NA","0.016419013217306",""
"Dreamer Series: Top Model","DS","2009","Simulation","100","NA","NA","10","100","NA","NA","NA","NA","NA","0.016419013217306",""
"Science Papa","DS","2009","Misc","90","10","NA","10","100","NA","NA","NA","NA","NA","0.016419013217306",""
"American Girl: Julie Finds a Way","DS","2007","Adventure","100","NA","NA","10","100","NA","NA","NA","NA","NA","0.016419013217306",""
"Pro Yakyuu Famista DS 2009","DS","2009","Sports","NA","NA","100","NA","100","NA","NA","NA","NA","NA","0.016419013217306",""
"Digimon Story: Lost Evolution","DS","2010","Role-Playing","NA","NA","100","NA","100","NA","NA","NA","NA","NA","0.016419013217306",""
"Imagine: Soccer Captain","DS","2009","Sports","100","NA","NA","10","100","NA","NA","NA","NA","NA","0.016419013217306",""
"Brain Quest: Grades 5 & 6","DS","2008","Misc","100","NA","NA","10","100","NA","NA","NA","NA","NA","0.016419013217306",""
"The Penguins of Madagascar: Dr. Blowhole Returns - Again!","DS","2011","Action","60","30","NA","10","100","NA","NA","NA","NA","NA","0.016419013217306",""
"Power Rangers: Super Legends","DS","2007","Action","80","20","NA","10","100","NA","NA","NA","NA","NA","0.016419013217306",""
"Corvette Evolution GT","DS","2008","Racing","100","NA","NA","10","100","NA","NA","NA","NA","NA","0.016419013217306",""
"Atsumare! Power Pro Kun no DS Koushien","DS","2006","Sports","NA","NA","100","NA","100","NA","NA","NA","NA","NA","0.016419013217306",""
"Barbie in The 12 Dancing Princesses","DS","2007","Adventure","90","10","NA","10","100","NA","NA","NA","NA","NA","0.016419013217306",""
"Gem Quest: 4 Elements","DS","2011","Puzzle","50","50","NA","10","100","NA","NA","NA","NA","NA","0.016419013217306",""
"Just In Time Translations","DS","2009","Misc","100","NA","NA","10","100","NA","NA","NA","NA","NA","0.016419013217306",""
"WireWay","DS","2009","Adventure","100","NA","NA","10","100","62","9","NA","NA","NA","0.016419013217306",""
"Astro Boy: The Video Game","DS","2009","Action","90","NA","NA","10","100","34","9","NA","NA","NA","0.016419013217306",""
"UNO / Skip-Bo / UNO Freefall","DS","2006","Misc","100","NA","NA","10","100","59","5","NA","NA","NA","0.016419013217306",""
"Culdcept DS","DS","2008","Strategy","NA","NA","100","NA","100","NA","NA","NA","NA","NA","0.016419013217306",""
"Kirarin * Revolution: Mezase! Idol Queen","DS","2007","Simulation","NA","NA","100","NA","100","NA","NA","NA","NA","NA","0.016419013217306",""
"America's Next Top Model","DS","2008","Action","100","NA","NA","10","100","NA","NA","NA","NA","NA","0.016419013217306",""
"Math Blaster in the Prime Adventure","DS","2009","Misc","90","NA","NA","10","100","NA","NA","NA","NA","NA","0.016419013217306",""
"Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Ossu! Banchou - Yoshimune DS","DS","2007","Misc","NA","NA","100","NA","100","NA","NA","NA","NA","NA","0.016419013217306",""
"PictoImage","DS","2007","Puzzle","90","NA","NA","10","100","60","NA","NA","NA","NA","0.016419013217306",""
"Alvin and the Chipmunks: Chipwrecked","DS","2011","Misc","60","30","NA","10","100","NA","NA","NA","NA","NA","0.016419013217306",""
"DS Kageyama Method: Dennou Hanpuku - Tadashii Kanji Kakitori-Kun","DS","2007","Misc","NA","NA","100","NA","100","NA","NA","NA","NA","NA","0.016419013217306",""
"Penguin no Mondai: The World","DS","2010","Adventure","NA","NA","100","NA","100","NA","NA","NA","NA","NA","0.016419013217306",""
"Flushed Away","DS","2006","Platform","90","NA","NA","10","100","NA","NA","NA","NA","NA","0.016419013217306",""
"Football Director DS","DS","2008","Sports","NA","100","NA","NA","100","NA","NA","NA","NA","NA","0.016419013217306",""
"Project Hacker: Kakusei","DS","2006","Action","NA","NA","100","NA","100","NA","NA","NA","NA","NA","0.016419013217306",""
"SimAnimals Africa","DS","2009","Simulation","80","20","NA","10","100","NA","NA","NA","NA","NA","0.016419013217306",""
"KORG DS-10 Synthesizer Plus","DS","2009","Misc","70","NA","20","10","100","NA","NA","NA","NA","NA","0.016419013217306",""
"All Kamen Rider: Rider Generation 2","DS","2012","Action","NA","NA","100","NA","100","NA","NA","NA","NA","NA","0.016419013217306",""
