"Name","Platform","Year_of_Release","Genre","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Prom_Score","Sales"
"Catherine","PS3","2011","Adventure","300","140","200","60","700","79","60","80","372","79.5","0.067795296943401"
"Top Spin 4","PS3","2011","Sports","170","390","NA","130","690","82","37","77","55","79.5","0.066826792701352"
"Terraria","PS3","2013","Action","70","200","90","50","410","80","2","79","70","79.5","0.039708673923992"
"Transformers: Fall of Cybertron","PS3","2012","Action","190","140","NA","60","390","77","32","82","87","79.5","0.037771665439895"
"The King of Fighters XIII","PS3","2011","Fighting","170","60","40","30","300","77","26","82","76","79.5","0.029055127261457"
"inFAMOUS: Second Son","PS4","2014","Action","1280","980","70","460","2790","80","90","79","2944","79.5","0.27021268353155"
"Wolfenstein: The New Order","PS4","2014","Shooter","470","800","30","240","1550","79","73","80","6","79.5","0.15011815751753"
"Alien: Isolation","PS4","2014","Shooter","340","570","40","170","1130","79","50","80","795","79.5","0.10944097935149"
"TrackMania Turbo","PS4","2016","Action","30","260","NA","50","350","80","52","79","NA","79.5","0.0338976484717"
"LEGO Harry Potter: Years 1-4","X360","2010","Action","950","460","NA","140","1550","79","58","80","62","79.5","0.15011815751753"
"Injustice: Gods Among Us","X360","2013","Fighting","970","300","NA","110","1380","80","63","79","362","79.5","0.1336535854027"
"Crysis 2","X360","2011","Action","710","490","20","120","1340","84","72","75","533","79.5","0.12977956843451"
"Rocksmith","X360","2011","Misc","840","190","10","80","1120","77","30","82","62","79.5","0.10847247510944"
"Ace Combat 6: Fires of Liberation","X360","2007","Simulation","690","40","220","60","1010","80","54","79","NA","79.5","0.097818928446907"
"F1 2010","X360","2010","Racing","180","590","10","100","880","84","43","75","65","79.5","0.085228373300275"
"Sleeping Dogs","X360","2012","Action","380","400","10","80","870","80","47","79","468","79.5","0.084259869058226"
"Brothers in Arms: Hell's Highway","X360","2008","Shooter","470","300","NA","90","870","76","65","83","49","79.5","0.084259869058226"
"Naruto Shippuden: Ultimate Ninja Storm 2","X360","2010","Fighting","430","270","10","70","780","74","30","85","39","79.5","0.075543330879789"
"Tiger Woods PGA Tour 07","X360","2006","Sports","440","NA","NA","40","480","80","44","79","20","79.5","0.046488203618332"
"Overlord","X360","2007","Strategy","340","30","10","30","400","76","47","83","70","79.5","0.038740169681943"
"Kameo: Elements of Power","X360","2005","Action","280","30","NA","30","340","79","76","80","7","79.5","0.032929144229652"
"Persona 4: Arena Ultimax","X360","2014","Fighting","60","10","NA","10","80","85","5","74","35","79.5","0.0077480339363886"
"Banjo-Kazooie","X360","2008","Platform","NA","10","NA","NA","10","77","7","82","70","79.5","0.00096850424204858"
"The Lord of the Rings: The Two Towers","XB","2002","Action","450","240","NA","30","710","79","7","80","8","79.5","0.068763801185449"
"SpongeBob SquarePants: Battle for Bikini Bottom","XB","2003","Platform","450","100","NA","20","570","70","8","89","7","79.5","0.055204741796769"
"Red Dead Revolver","XB","2004","Shooter","400","120","NA","20","550","74","60","85","26","79.5","0.053267733312672"
"The SpongeBob SquarePants Movie","XB","2004","Platform","400","120","NA","20","540","74","4","85","8","79.5","0.052299229070623"
"Kingdom Under Fire: The Crusaders","XB","2004","Strategy","240","70","NA","10","320","80","50","79","30","79.5","0.030992135745555"
"Crash Nitro Kart","XB","2003","Racing","240","70","NA","10","310","70","4","89","6","79.5","0.030023631503506"
"Midtown Madness 3","XB","2003","Racing","230","70","NA","10","300","76","40","83","30","79.5","0.029055127261457"
"All-Star Baseball 2003","XB","2002","Sports","190","60","NA","10","260","79","5","80","7","79.5","0.025181110293263"
"NHL 2003","XB","2002","Sports","150","40","NA","10","210","80","2","79","2","79.5","0.02033858908302"
"Indiana Jones and the Emperor's Tomb","XB","2003","Action","140","40","NA","10","180","73","43","86","7","79.5","0.017433076356874"
"Silent Hill 4: The Room","XB","2004","Action","140","40","NA","10","180","76","43","83","26","79.5","0.017433076356874"
"NHL 2K3","XB","2002","Sports","90","20","NA","NA","120","89","7","70","4","79.5","0.011622050904583"
"Disney's Extreme Skate Adventure","XB","2003","Sports","80","20","NA","NA","110","76","5","83","7","79.5","0.010653546662534"
"Test Drive: Eve of Destruction","XB","2004","Racing","70","20","NA","NA","90","72","28","87","7","79.5","0.0087165381784372"
"Dynasty Warriors 3","XB","2002","Action","60","20","NA","NA","80","70","NA","89","20","79.5","0.0077480339363886"
"I-Ninja","XB","2003","Platform","50","20","NA","NA","70","75","8","84","8","79.5","0.0067795296943401"
"Mortal Kombat X","XOne","2015","Fighting","1030","210","NA","140","1380","86","20","73","279","79.5","0.1336535854027"
"Batman: Return to Arkham","XOne","2016","Action","50","50","NA","10","110","77","6","82","43","79.5","0.010653546662534"
"Darksiders: Warmastered Edition","XOne","2016","Action","10","NA","NA","NA","10","80","3","79","4","79.5","0.00096850424204858"
"Overwatch","PC","2016","Shooter","250","240","NA","40","530","90","62","68","4052","79","0.051330724828575"
"XCOM 2","PC","2016","Strategy","90","120","NA","20","230","88","4","70","220","79","0.022275597567117"
"Spec Ops: The Line","PC","2012","Shooter","110","90","NA","20","230","76","6","82","237","79","0.022275597567117"
"Call of Duty: World at War","PC","2008","Shooter","20","140","NA","30","180","83","36","75","720","79","0.017433076356874"
"Borderlands","PC","2009","Shooter","10","140","NA","30","180","80","37","78","363","79","0.017433076356874"
"LEGO Marvel Super Heroes","PC","2013","Action","40","120","NA","10","170","78","7","80","24","79","0.016464572114826"
"Darksiders II","PC","2012","Action","30","100","NA","20","150","80","23","78","653","79","0.014527563630729"
"Rocksmith","PC","2011","Misc","60","40","NA","10","120","78","5","80","57","79","0.011622050904583"
"Warhammer 40,000: Dawn of War II - Retribution","PC","2011","Strategy","NA","60","NA","20","80","80","52","78","235","79","0.0077480339363886"
"LEGO Batman: The Videogame","PC","2008","Action","20","30","NA","10","60","80","5","78","60","79","0.0058110254522915"
"The Sims 2: University","PC","2005","Simulation","10","40","NA","10","60","80","30","78","49","79","0.0058110254522915"
"Stellaris","PC","2016","Strategy","NA","40","NA","NA","40","78","57","80","569","79","0.0038740169681943"
"Call of Juarez: Bound in Blood","PC","2009","Shooter","NA","30","NA","NA","30","78","39","80","282","79","0.0029055127261457"
"NBA 2K13","PC","2012","Sports","NA","20","NA","NA","30","90","5","68","30","79","0.0029055127261457"
"LEGO Harry Potter: Years 1-4","PC","2010","Action","20","10","NA","NA","30","79","5","79","55","79","0.0029055127261457"
"Battlestations: Pacific","PC","2009","Strategy","NA","20","NA","NA","30","74","30","84","46","79","0.0029055127261457"
"Tropico 4: Modern Times","PC","2012","Strategy","NA","20","NA","NA","20","78","NA","80","58","79","0.0019370084840972"
"Brothers in Arms: Hell's Highway","PC","2008","Shooter","NA","20","NA","NA","20","79","22","79","30","79","0.0019370084840972"
"Evil Genius","PC","2004","Strategy","NA","10","NA","NA","20","75","50","83","6","79","0.0019370084840972"
"FIFA Soccer 06","PS2","2005","Sports","780","2550","40","840","4210","80","32","78","47","79","0.40774028590245"
"ESPN NBA 2K5","PS2","2004","Sports","1260","120","NA","210","1590","83","24","75","36","79","0.15399217448572"
"Need for Speed Carbon","PS2","2006","Racing","1220","50","50","10","1340","74","26","84","60","79","0.12977956843451"
"Ty the Tasmanian Tiger","PS2","2002","Platform","570","450","NA","150","1170","70","4","88","60","79","0.11331499631968"
"Tak and the Power of Juju","PS2","2003","Platform","560","440","NA","150","1150","68","28","90","28","79","0.11137798783559"
"The Godfather","PS2","2006","Action","890","30","10","150","1090","75","56","83","99","79","0.1055669623833"
"Rocky","PS2","2002","Fighting","420","330","NA","110","860","74","4","84","NA","79","0.083291364816178"
"Brothers In Arms: Road to Hill 30","PS2","2005","Shooter","380","10","NA","60","460","82","30","76","30","79","0.044551195134235"
"NHL 2005","PS2","2004","Sports","220","170","NA","60","450","75","20","83","23","79","0.043582690892186"
"Samurai Warriors: Xtreme Legends","PS2","2004","Action","40","30","360","10","450","72","7","86","3","79","0.043582690892186"
"Mobile Suit Gundam: Zeonic Front","PS2","2001","Simulation","90","70","250","20","430","70","2","88","23","79","0.041645682408089"
"Darkwatch","PS2","2005","Shooter","160","120","NA","40","320","74","37","84","42","79","0.030992135745555"
"All-Star Baseball 2005","PS2","2004","Sports","160","120","NA","40","320","72","3","86","20","79","0.030992135745555"
"Dynasty Warriors 4 Empires","PS2","2004","Action","NA","NA","320","NA","320","70","29","88","9","79","0.030992135745555"
"Star Wars Racer Revenge","PS2","2002","Racing","150","120","NA","40","310","73","34","85","NA","79","0.030023631503506"
"Shadow of Rome","PS2","2005","Action","130","100","NA","30","270","75","52","83","62","79","0.026149614535312"
"NFL Blitz Pro","PS2","2003","Sports","110","90","NA","30","230","73","20","85","4","79","0.022275597567117"
"Spartan: Total Warrior","PS2","2005","Action","110","90","NA","30","220","74","33","84","65","79","0.021307093325069"
"Gladius","PS2","2003","Strategy","100","80","NA","30","200","78","27","80","22","79","0.019370084840972"
"World Tour Soccer 2005","PS2","2004","Sports","80","60","NA","20","160","68","28","90","6","79","0.015496067872777"
"Kya: Dark Lineage","PS2","2003","Adventure","80","60","NA","20","160","69","25","89","28","79","0.015496067872777"
"Shadow Hearts: From The New World","PS2","2005","Role-Playing","70","60","NA","20","140","76","42","82","33","79","0.01355905938868"
"Nobunaga's Ambition: Rise to Power","PS2","2004","Strategy","NA","NA","80","NA","80","70","7","88","6","79","0.0077480339363886"
"Crimson Sea 2","PS2","2004","Action","30","30","NA","10","70","75","27","83","6","79","0.0067795296943401"
"GrimGrimoire","PS2","2007","Strategy","10","10","30","NA","50","79","39","79","7","79","0.0048425212102429"
"MotorStorm","PS3","2006","Racing","1530","1600","60","670","3870","84","9","74","220","79","0.3748111416728"
"Hitman: Absolution","PS3","2012","Action","590","1050","70","440","2140","83","30","75","500","79","0.2072599077984"
"Sonic Generations","PS3","2011","Platform","600","690","20","260","1580","76","38","82","253","79","0.15302367024368"
"Prince of Persia","PS3","2008","Action","470","400","30","170","1070","85","59","73","245","79","0.1036299538992"
"Yakuza 4","PS3","2010","Action","150","130","630","50","950","78","59","80","77","79","0.092007902994615"
"The Tomb Raider Trilogy","PS3","2011","Action","270","460","NA","150","880","78","37","80","60","79","0.085228373300275"
"NHL 11","PS3","2010","Sports","400","120","NA","70","590","88","38","70","54","79","0.057141750280866"
"Disgaea 4: A Promise Unforgotten","PS3","2011","Role-Playing","270","110","140","50","570","80","39","78","26","79","0.055204741796769"
"Sly Cooper: Thieves in Time","PS3","2013","Platform","350","120","NA","80","540","75","69","83","343","79","0.052299229070623"
"F.E.A.R. 2: Project Origin","PS3","2009","Shooter","190","200","10","80","470","79","48","79","98","79","0.045519699376283"
"Eternal Sonata","PS3","2008","Role-Playing","190","120","70","50","440","80","34","78","7","79","0.042614186650138"
"Siren: Blood Curse","PS3","2008","Action","NA","170","90","10","270","78","42","80","87","79","0.026149614535312"
"Tokyo Jungle","PS3","2012","Action","NA","NA","260","NA","260","74","60","84","89","79","0.025181110293263"
"Child of Eden","PS3","2011","Shooter","90","100","NA","40","220","80","20","78","25","79","0.021307093325069"
"Bejeweled 3","PS3","2010","Puzzle","130","NA","NA","20","140","76","5","82","5","79","0.01355905938868"
"MLB 15: The Show","PS4","2015","Sports","680","80","NA","170","920","80","44","78","90","79","0.089102390268469"
"Batman: Return to Arkham","PS4","2016","Action","70","160","NA","40","260","73","28","85","79","79","0.025181110293263"
"RIGS: Mechanized Combat League","PS4","2016","Action","30","50","10","20","110","79","42","79","76","79","0.010653546662534"
"Grand Kingdom","PS4","2015","Role-Playing","30","NA","30","10","70","78","33","80","63","79","0.0067795296943401"
"Battlefield 3","X360","2011","Shooter","4460","2110","60","690","7320","84","57","74","2042","79","0.70894510517956"
"Resident Evil 5","X360","2009","Action","2110","930","120","340","3500","83","90","75","523","79","0.338976484717"
"Dance Central","X360","2010","Misc","2150","760","10","260","3170","82","63","76","85","79","0.3070158447294"
"Need for Speed: Hot Pursuit","X360","2010","Racing","1030","960","NA","210","2200","88","73","70","206","79","0.21307093325069"
"WWE '13","X360","2012","Action","720","440","NA","110","1270","78","46","80","NA","79","0.12300003874017"
"NBA 2K10","X360","2009","Sports","880","20","NA","80","970","82","46","76","34","79","0.093944911478712"
"Rockstar Games presents Table Tennis","X360","2006","Sports","280","380","NA","80","750","80","75","78","69","79","0.072637818153644"
"NCAA Football 08","X360","2007","Sports","650","NA","NA","50","700","80","30","78","44","79","0.067795296943401"
"Naruto: The Broken Bond","X360","2008","Action","240","280","NA","60","590","80","34","78","46","79","0.057141750280866"
"Tiger Woods PGA Tour 08","X360","2007","Sports","490","20","NA","40","540","80","45","78","26","79","0.052299229070623"
"WWE SmackDown vs. RAW 2007","X360","2006","Fighting","440","30","NA","40","500","80","50","78","46","79","0.048425212102429"
"Unreal Tournament III","X360","2008","Shooter","250","170","10","50","470","82","47","76","95","79","0.045519699376283"
"Spec Ops: The Line","X360","2012","Shooter","210","170","NA","40","420","76","59","82","309","79","0.04067717816604"
"Tekken Tag Tournament 2","X360","2012","Fighting","190","110","10","30","340","83","35","75","90","79","0.032929144229652"
"F.E.A.R.","X360","2006","Shooter","280","30","NA","30","340","85","44","73","30","79","0.032929144229652"
"Eternal Sonata","X360","2007","Role-Playing","190","40","80","20","320","79","56","79","97","79","0.030992135745555"
"Prince of Persia: Warrior Within","XB","2004","Action","480","280","NA","40","800","83","55","75","35","79","0.077480339363886"
"Midnight Club 3: DUB Edition","XB","2005","Racing","610","100","NA","30","740","84","53","74","40","79","0.071669313911595"
"NFL Fever 2003","XB","2002","Sports","460","130","NA","20","610","72","25","86","2","79","0.059078758764963"
"NCAA March Madness 2005","XB","2004","Sports","210","60","NA","10","280","80","8","78","4","79","0.02711811877736"
"NHL 2K6","XB","2005","Sports","160","50","NA","10","210","83","32","75","26","79","0.02033858908302"
"From Russia With Love","XB","2005","Action","150","40","NA","10","200","70","34","88","2","79","0.019370084840972"
"Dave Mirra Freestyle BMX 2","XB","2001","Sports","150","40","NA","10","200","76","8","82","6","79","0.019370084840972"
