"Name","Platform","Year_of_Release","Genre","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Prom_Score","Sales","Client"
"Dance Dance Revolution SuperNOVA","PS2","2006","Simulation","870","30","NA","140","1040","73","25","87","6","80","0.10072444117305","176"
"NFL 2K2","PS2","2001","Sports","440","340","NA","110","890","85","6","75","6","80","0.086196877542324","901"
"Time Crisis 3","PS2","2003","Shooter","300","230","NA","80","610","80","29","80","2","80","0.059078758764963","754"
"Grandia III","PS2","2005","Role-Playing","120","100","240","30","490","77","38","83","53","80","0.04745670786038","88"
"TimeSplitters","PS2","2000","Shooter","210","170","NA","60","430","80","23","80","40","80","0.041645682408089","951"
"BloodRayne","PS2","2002","Shooter","200","160","NA","50","420","75","8","85","26","80","0.04067717816604","836"
"Kinetica","PS2","2001","Racing","160","120","NA","40","320","77","20","83","20","80","0.030992135745555","392"
"Karaoke Revolution Volume 3","PS2","2004","Misc","160","120","NA","40","320","82","25","78","NA","80","0.030992135745555","981"
"Heroes of the Pacific","PS2","2005","Simulation","140","110","NA","40","290","76","30","84","5","80","0.028086623019409","143"
"Armored Core: Nexus","PS2","2004","Simulation","60","50","140","20","260","73","9","87","7","80","0.025181110293263","974"
"ESPN NHL Hockey","PS2","2003","Sports","110","90","NA","30","230","90","9","70","22","80","0.022275597567117","858"
"Shadow of Destiny","PS2","2001","Adventure","90","70","30","20","210","78","8","82","9","80","0.02033858908302","616"
"The King of Fighters XI","PS2","2006","Fighting","70","60","40","20","190","75","30","85","5","80","0.018401580598923","113"
"Gallop Racer 2001","PS2","2001","Sports","50","40","60","10","170","70","NA","90","56","80","0.016464572114826","715"
"Ys: The Ark of Napishtim","PS2","2005","Role-Playing","70","50","NA","20","130","72","35","88","4","80","0.012590555146632","478"
"Shin Megami Tensei: Digital Devil Saga","PS2","2004","Role-Playing","60","50","NA","20","130","78","42","82","48","80","0.012590555146632","819"
"G1 Jockey 3","PS2","2002","Sports","20","10","70","NA","100","70","2","90","NA","80","0.0096850424204858","233"
"Total Overdose: A Gunslinger's Tale in Mexico","PS2","2005","Shooter","40","40","NA","10","90","70","36","90","25","80","0.0087165381784372","36"
"Guilty Gear XX Accent Core","PS2","2007","Fighting","NA","NA","40","NA","40","77","9","83","6","80","0.0038740169681943","469"
"Metal Slug Anthology","PS2","2007","Shooter","NA","NA","10","NA","10","80","20","80","6","80","0.00096850424204858","19"
"Battlefield 3","PS3","2011","Shooter","2850","2890","350","1080","7170","85","38","75","760","80","0.69441754154883","651"
"Fallout: New Vegas","PS3","2010","Role-Playing","1520","1030","100","460","3110","82","57","78","492","80","0.30120481927711","566"
"2010 FIFA World Cup South Africa","PS3","2010","Sports","300","640","70","220","1230","82","56","78","57","80","0.11912602177198","647"
"Tales of Xillia","PS3","2011","Role-Playing","290","180","670","90","1220","78","65","82","468","80","0.11815751752993","308"
"WWE SmackDown vs. Raw 2010","PS3","2009","Fighting","480","480","10","200","1170","80","38","80","55","80","0.11331499631968","969"
"Sleeping Dogs","PS3","2012","Action","310","490","50","190","1040","83","40","77","645","80","0.10072444117305","349"
"UFC Undisputed 3","PS3","2012","Action","550","320","30","130","1030","86","30","74","92","80","0.099755936931004","953"
"Ninja Gaiden Sigma 2","PS3","2009","Action","520","160","80","100","850","83","52","77","5","80","0.082322860574129","285"
"Bulletstorm","PS3","2011","Shooter","230","200","10","80","530","83","57","77","288","80","0.051330724828575","441"
"Mini Ninjas","PS3","2009","Action","140","150","NA","60","340","73","37","87","62","80","0.032929144229652","896"
"Mortal Kombat X","PS4","2015","Fighting","1500","800","NA","480","2780","83","80","77","836","80","0.26924417928951","3"
"LEGO Marvel Super Heroes","PS4","2013","Action","590","760","10","260","1620","83","22","77","262","80","0.15689768721187","97"
"Borderlands: The Handsome Collection","PS4","2015","Shooter","380","330","30","140","880","82","49","78","345","80","0.085228373300275","550"
"MLB 14: The Show","PS4","2014","Sports","580","NA","NA","140","720","83","7","77","205","80","0.069732305427498","828"
"Deus Ex: Mankind Divided","PS4","2016","Role-Playing","110","210","NA","60","380","84","59","76","500","80","0.036803161197846","511"
"World of Final Fantasy","PS4","2016","Role-Playing","80","140","80","40","330","77","74","83","222","80","0.031960639987603","711"
"Disgaea 5: Alliance of Vengeance","PS4","2015","Role-Playing","110","80","60","40","290","80","43","80","73","80","0.028086623019409","997"
"Tearaway Unfolded","PS4","2015","Platform","90","130","NA","40","260","80","70","80","88","80","0.025181110293263","301"
"Digimon Story: Cyber Sleuth","PS4","2016","Role-Playing","NA","100","NA","20","110","75","45","85","289","80","0.010653546662534","122"
"Nobunaga's Ambition: Sphere of Influence","PS4","2014","Strategy","30","NA","NA","10","40","80","20","80","46","80","0.0038740169681943","1000"
"Prison Architect","PS4","2016","Action","10","10","NA","10","30","80","8","80","9","80","0.0029055127261457","561"
"Call of Duty: World at War","X360","2008","Shooter","4810","1880","NA","690","7380","84","84","76","580","80","0.71475613063185","31"
"Saints Row 2","X360","2008","Action","1940","790","20","280","3030","80","75","80","307","80","0.29345678534072","634"
"NBA 2K13","X360","2012","Sports","2600","200","10","190","3000","88","40","72","30","80","0.29055127261457","268"
"Saints Row: The Third","X360","2011","Action","1250","1140","70","300","2760","84","70","76","490","80","0.26730717080541","188"
"Skate 3","X360","2010","Sports","1470","930","NA","240","2630","80","65","80","27","80","0.25471661565878","939"
"Tom Clancy's Rainbow Six: Vegas 2","X360","2008","Shooter","1560","600","20","230","2420","82","66","78","76","80","0.23437802657576","830"
"Just Cause 2","X360","2010","Action","590","830","20","170","1600","80","74","80","267","80","0.15496067872777","859"
"Battlefield: Bad Company","X360","2008","Shooter","810","460","40","150","1460","83","70","77","263","80","0.14140161933909","390"
"Sonic Generations","X360","2011","Platform","710","530","NA","130","1380","77","49","83","340","80","0.1336535854027","577"
"Bulletstorm","X360","2011","Shooter","610","320","10","80","1020","84","83","76","439","80","0.098787432688955","423"
"Ninja Gaiden II","X360","2008","Action","650","220","50","100","1010","80","74","80","302","80","0.097818928446907","169"
"Fight Night Champion","X360","2011","Fighting","400","310","NA","70","780","86","59","74","5","80","0.075543330879789","810"
"NCAA Football 09","X360","2008","Sports","650","NA","NA","50","710","83","24","77","26","80","0.068763801185449","598"
"LEGO Star Wars II: The Original Trilogy","X360","2006","Action","550","30","NA","50","630","80","50","80","45","80","0.061015767249061","772"
"Enslaved: Odyssey to the West","X360","2010","Action","300","190","NA","50","540","82","72","78","295","80","0.052299229070623","188"
"Metal Gear Rising: Revengeance","X360","2013","Action","300","140","NA","40","480","82","46","78","358","80","0.046488203618332","83"
"Tomb Raider: Anniversary","X360","2007","Action","120","220","NA","50","390","77","33","83","39","80","0.037771665439895","572"
"DeathSmiles","X360","2009","Shooter","150","60","50","20","280","76","29","84","47","80","0.02711811877736","883"
"Shadows of the Damned","X360","2011","Action","100","60","10","20","190","76","76","84","39","80","0.018401580598923","988"
"The Wolf Among Us","X360","2011","Adventure","10","20","NA","NA","30","83","5","77","88","80","0.0029055127261457","923"
"Scarface: The World is Yours","XB","2006","Action","370","110","NA","20","490","76","40","84","46","80","0.04745670786038","155"
"Deus Ex: Invisible War","XB","2003","Shooter","250","70","NA","10","330","84","50","76","37","80","0.031960639987603","260"
"SSX On Tour","XB","2005","Sports","110","30","NA","10","140","80","35","80","NA","80","0.01355905938868","487"
"Kelly Slater's Pro Surfer","XB","2002","Sports","80","20","NA","NA","100","80","5","80","5","80","0.0096850424204858","70"
"Crimson Sea","XB","2002","Action","40","10","40","NA","90","78","9","82","NA","80","0.0087165381784372","789"
"Samurai Warriors","XB","2004","Action","50","20","NA","NA","70","70","20","90","5","80","0.0067795296943401","226"
"Colin McRae Rally 3","XB","2002","Racing","30","10","NA","NA","40","86","25","74","4","80","0.0038740169681943","757"
"Broken Sword: The Sleeping Dragon","XB","2003","Adventure","10","NA","NA","NA","20","77","24","83","2","80","0.0019370084840972","754"
"Plants vs. Zombies: Garden Warfare 2","XOne","2016","Shooter","290","150","NA","40","480","80","64","80","79","80","0.046488203618332","720"
"Watch Dogs 2","XOne","2016","Action","170","160","NA","30","360","83","9","77","30","80","0.034866152713749","728"
"The Sims: Unleashed","PC","2002","Simulation","2030","1560","NA","170","3760","79","20","80","29","79.5","0.36415759501027","262"
"RollerCoaster Tycoon 2","PC","2002","Strategy","1190","50","NA","NA","1250","74","22","85","35","79.5","0.12106303025607","471"
"Empire: Total War","PC","2009","Strategy","10","970","NA","100","1080","90","62","69","2980","79.5","0.10459845814125","873"
"Napoleon: Total War","PC","2010","Strategy","20","530","NA","120","660","80","56","79","505","79.5","0.063921279975206","947"
"Bulletstorm","PC","2011","Shooter","70","70","NA","20","160","82","34","77","768","79.5","0.015496067872777","814"
"Total War: WARHAMMER","PC","2016","Strategy","NA","120","NA","10","130","86","77","73","556","79.5","0.012590555146632","272"
"Alice: Madness Returns","PC","2011","Adventure","NA","100","NA","20","120","75","29","84","559","79.5","0.011622050904583","590"
"Goodbye Deponia","PC","2013","Adventure","NA","60","NA","NA","70","80","34","79","70","79.5","0.0067795296943401","779"
"Men of War: Assault Squad","PC","2011","Strategy","10","30","NA","10","50","77","20","82","93","79.5","0.0048425212102429","102"
"Tropico 3","PC","2009","Strategy","NA","40","NA","10","40","79","48","80","84","79.5","0.0038740169681943","392"
"Overlord II","PC","2009","Action","NA","30","NA","NA","30","79","32","80","59","79.5","0.0029055127261457","294"
"Battlefield Vietnam","PC","2004","Shooter","NA","20","NA","NA","30","84","48","75","33","79.5","0.0029055127261457","714"
"Dungeon Siege II","PC","2005","Role-Playing","NA","20","NA","NA","30","80","50","79","59","79.5","0.0029055127261457","764"
"Jurassic Park: Operation Genesis","PC","2003","Simulation","NA","20","NA","NA","20","72","5","87","55","79.5","0.0019370084840972","896"
"Test Drive Unlimited","PC","2007","Racing","NA","20","NA","NA","20","79","8","80","24","79.5","0.0019370084840972","246"
"The Lord of the Rings: The Battle for Middle-Earth II","PC","2006","Strategy","10","10","NA","NA","20","84","36","75","366","79.5","0.0019370084840972","631"
"Colin McRae Rally 04","PC","2004","Racing","NA","10","NA","NA","10","87","6","72","44","79.5","0.00096850424204858","920"
"Sonic Mega Collection Plus","PS2","2004","Misc","1540","1140","NA","220","2900","73","20","86","30","79.5","0.28086623019409","732"
"Call Of Duty 2: Big Red One","PS2","2005","Shooter","1480","920","10","260","2670","77","39","82","69","79.5","0.25859063262697","706"
"Crazy Taxi","PS2","2001","Racing","1130","1120","60","220","2520","80","5","79","46","79.5","0.24406306899624","331"
"Manhunt","PS2","2003","Action","630","490","NA","160","1280","76","47","83","36","79.5","0.12396854298222","152"
"Kessen","PS2","2000","Strategy","270","210","410","70","950","75","20","84","2","79.5","0.092007902994615","372"
"MLB SlugFest 20-03","PS2","2002","Sports","410","320","NA","110","830","77","25","82","6","79.5","0.080385852090032","226"
"Dragon Ball Z: Budokai Tenkaichi 2","PS2","2006","Fighting","660","20","NA","110","790","73","30","86","60","79.5","0.076511835121838","420"
"Capcom vs. SNK 2: Mark of the Millennium 2001","PS2","2001","Fighting","220","170","300","60","750","80","22","79","27","79.5","0.072637818153644","163"
"Kung Fu Panda","PS2","2008","Action","240","NA","NA","410","650","73","6","86","5","79.5","0.062952775733158","792"
"XIII","PS2","2003","Shooter","280","220","NA","70","570","73","37","86","35","79.5","0.055204741796769","316"
"MX 2002 Featuring Ricky Carmichael","PS2","2001","Racing","270","210","NA","70","560","76","7","83","9","79.5","0.05423623755472","56"
"Time Crisis II","PS2","2001","Shooter","260","200","NA","70","530","80","20","79","20","79.5","0.051330724828575","32"
"SSX On Tour","PS2","2005","Sports","250","200","NA","70","520","80","40","79","26","79.5","0.050362220586526","359"
"Ace Combat Zero: The Belkan War","PS2","2006","Simulation","150","120","200","40","510","75","45","84","55","79.5","0.049393716344478","892"
"The Mark of Kri","PS2","2002","Action","220","180","NA","60","460","80","37","79","29","79.5","0.044551195134235","336"
"Area 51","PS2","2005","Shooter","220","170","NA","60","450","75","37","84","52","79.5","0.043582690892186","658"
"NFL Blitz 20-03","PS2","2002","Sports","210","170","NA","60","440","73","5","86","5","79.5","0.042614186650138","330"
"Primal","PS2","2003","Action","210","170","NA","60","430","73","36","86","53","79.5","0.041645682408089","652"
"Romance of the Three Kingdoms VII","PS2","2000","Strategy","80","60","160","20","320","72","NA","87","NA","79.5","0.030992135745555","141"
"Pride FC: Fighting Championships","PS2","2003","Fighting","150","110","NA","40","300","73","9","86","7","79.5","0.029055127261457","84"
"Dynasty Tactics","PS2","2002","Strategy","60","50","160","20","290","79","4","80","30","79.5","0.028086623019409","608"
"Summoner 2","PS2","2002","Role-Playing","100","80","NA","30","210","76","20","83","22","79.5","0.02033858908302","522"
"Pitfall: The Lost Expedition","PS2","2004","Platform","100","80","NA","30","200","70","34","89","2","79.5","0.019370084840972","50"
"Phantom Brave","PS2","2004","Role-Playing","70","50","NA","20","140","80","40","79","22","79.5","0.01355905938868","772"
"FunkMaster Flex's Digital Hitz Factory","PS2","2003","Misc","20","10","NA","NA","40","70","6","89","NA","79.5","0.0038740169681943","121"
"Gran Turismo 5","PS3","2010","Racing","2960","4820","810","2110","10700","84","82","75","2","79.5","1.036299538992","618"
"Resident Evil 5","PS3","2009","Action","1960","1410","1080","640","5090","84","76","75","667","79.5","0.49296865920273","844"
"Saints Row: The Third","PS3","2011","Action","860","1040","180","380","2470","82","50","77","384","79.5","0.239220547786","790"
"Guitar Hero: World Tour","PS3","2008","Misc","1100","550","NA","270","1920","84","43","75","80","79.5","0.18595281447333","32"
