"Name","Platform","Year_of_Release","Genre","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count"
"Pokemon Mystery Dungeon: Explorers of Sky","DS","2009","Role-Playing","0.57","0.43","0.44","0.12","1.56","54","26","9.00","133"
"Dragon Quest Monsters 2","GB","2001","Role-Playing","0","0","1.56","0","1.56","1","1","1.00","1"
"Pokemon Pinball: Ruby & Sapphire","GBA","2003","Misc","0.68","0.38","0.44","0.05","1.56","1","1","1.00","1"
"MySims Kingdom","DS","2008","Simulation","0.8","0.59","0.01","0.16","1.55","58","9","1.00","1"
"LEGO Pirates of the Caribbean: The Video Game","Wii","2011","Action","0.73","0.67","0","0.15","1.55","73","14","7.00","13"
"Stuntman","PS2","2002","Racing","0.76","0.59","0","0.2","1.55","71","37","5.70","36"
"Tom Clancy's Rainbow Six 3","XB","2003","Shooter","0.91","0.57","0","0.07","1.55","86","39","8.50","31"
"LEGO Harry Potter: Years 1-4","X360","2010","Action","0.95","0.46","0","0.14","1.55","79","58","8.00","62"
"007: The World is not Enough","N64","2000","Action","1.13","0.38","0.02","0.03","1.55","1","1","1.00","1"
"Spider-Man 2: Enter: Electro","PS","2001","Action","0.57","0.87","0.02","0.09","1.55","74","15","8.70","35"
"Guitar Hero 5","Wii","2009","Misc","0.92","0.48","0","0.15","1.55","89","25","6.90","49"
"Command & Conquer: Tiberian Sun","PC","1999","Strategy","1.55","0","0","0","1.55","1","1","1.00","1"
"Wolfenstein: The New Order","PS4","2014","Shooter","0.47","0.8","0.03","0.24","1.55","79","73","8.10","1116"
"Mafia II","X360","2010","Action","0.85","0.55","0","0.15","1.55","74","79","7.80","458"
"Moshi Monsters: Moshling Zoo","DS","2011","Misc","0.37","0.96","0","0.21","1.54","1","1","1.00","1"
"BioShock 2","PS3","2010","Shooter","0.85","0.46","0.02","0.22","1.54","88","62","8.20","492"
"Dark Cloud","PS2","2000","Role-Playing","0.83","0.44","0.08","0.19","1.54","80","27","8.20","99"
"Warcraft III: The Frozen Throne","PC","2003","Strategy","0.58","0.87","0","0.09","1.54","88","23","9.00","713"
"Active Life: Outdoor Challenge","Wii","2008","Sports","0.78","0.43","0.19","0.14","1.54","69","6","8.10","14"
"Tom Clancy's Ghost Recon Advanced Warfighter","X360","2006","Shooter","1.4","0.02","0.02","0.1","1.54","90","78","8.00","215"
"Ratchet & Clank (2016)","PS4","2016","Platform","0.5","0.76","0.04","0.24","1.54","1","1","1.00","1"
"MVP Baseball 2005","PS2","2005","Sports","1.26","0.07","0","0.21","1.54","87","25","8.60","47"
"Die Hard Trilogy","PS","1996","Shooter","0.85","0.58","0","0.1","1.54","1","1","1.00","1"
"Uncharted: Golden Abyss","PSV","2011","Shooter","0.53","0.66","0.13","0.22","1.53","80","80","7.40","770"
"Go Vacation","Wii","2011","Misc","0.42","0.65","0.33","0.14","1.53","64","28","7.80","13"
"Pro Evolution Soccer 2013","PS3","2012","Sports","0.18","0.63","0.49","0.24","1.53","82","37","6.70","146"
"Mortal Kombat 3","SNES","1994","Fighting","1.19","0.29","0","0.05","1.53","1","1","1.00","1"
"NFL GameDay 99","PS","1998","Sports","1.44","0.05","0","0.04","1.53","1","1","1.00","1"
"Dishonored","PS3","2012","Action","0.72","0.52","0.04","0.25","1.53","89","35","7.90","781"
"Mario Golf: Toadstool Tour","GC","2003","Sports","1.09","0.15","0.25","0.04","1.53","81","49","8.00","56"
"Tiger Woods 99 PGA Tour Golf","PS","1997","Sports","0.85","0.58","0","0.1","1.53","1","1","1.00","1"
"Call of Duty: Black Ops II","PC","2012","Shooter","0.64","0.69","0","0.19","1.53","74","11","4.20","1635"
"Resident Evil: The Umbrella Chronicles","Wii","2007","Action","0.67","0.43","0.29","0.14","1.52","75","47","7.60","122"
"Knockout Kings","PS","1997","Fighting","1.07","0.39","0","0.06","1.52","1","1","1.00","1"
"The Simpsons Skateboarding","PS2","2002","Sports","0.36","0.9","0","0.27","1.52","38","21","5.00","26"
"Donkey Kong Country: Tropical Freeze","WiiU","2014","Platform","0.7","0.55","0.16","0.12","1.52","83","77","8.90","712"
"NASCAR 98","PS","1996","Racing","1.43","0.05","0","0.04","1.52","1","1","1.00","1"
"Xevious","NES","1984","Shooter","0.18","0.06","1.27","0.01","1.52","1","1","1.00","1"
"F1 Race","NES","1984","Racing","0","0","1.52","0","1.52","1","1","1.00","1"
"NASCAR 99","PS","1998","Racing","1.45","0.04","0","0.04","1.52","1","1","1.00","1"
"Final Fantasy XIV: A Realm Reborn","PC","2010","Role-Playing","0.88","0.48","0","0.17","1.52","1","1","1.00","1"
"NBA Live 2000","PS","1998","Sports","1.43","0.05","0","0.03","1.52","1","1","1.00","1"
"Fight Night Round 4","PS3","2009","Fighting","0.92","0.4","0","0.2","1.52","88","46","7.60","95"
"Super Monkey Ball 2","GC","2002","Puzzle","1.11","0.31","0.06","0.04","1.52","87","34","8.50","51"
"Pac-Man World 2","PS2","2002","Action","1.26","0.05","0","0.21","1.51","73","19","7.80","26"
"Disney Fairies: Tinker Bell","DS","2008","Adventure","0.85","0.51","0.01","0.15","1.51","1","1","7.80","5"
"MySims Kingdom","Wii","2008","Simulation","0.7","0.64","0.01","0.16","1.51","76","19","8.10","24"
"Dead Space 2","X360","2011","Shooter","0.94","0.44","0","0.13","1.51","90","83","8.60","679"
"Puzzle & Dragons","3DS","2013","Role-Playing","0","0","1.51","0","1.51","1","1","1.00","1"
"Call of Duty: Modern Warfare: Reflex Edition","Wii","2009","Shooter","0.94","0.43","0","0.14","1.51","1","1","1.00","1"
"Mega Man 2","NES","1988","Action","0.93","0.15","0.42","0.01","1.51","1","1","1.00","1"
"Simpsons Wrestling","PS","2001","Fighting","0.23","1.16","0","0.11","1.51","1","1","1.00","1"
"NBA Live 98","PS","1997","Sports","1.41","0.06","0","0.04","1.51","1","1","1.00","1"
"The Simpsons Game","PS2","2007","Action","0.35","0.03","0","1.13","1.51","68","10","8.20","27"
"Monopoly","PS","1997","Misc","1.18","0.27","0","0.05","1.51","1","1","1.00","1"
"The Simpsons Game","DS","2007","Action","0.56","0.77","0","0.17","1.51","69","17","7.30","18"
"Football Manager 2012","PC","2011","Sports","0.02","1.16","0","0.33","1.51","84","45","8.00","172"
"Ni no Kuni: Wrath of the White Witch","PS3","2011","Role-Playing","0.6","0.47","0.21","0.23","1.51","85","89","8.60","984"
"SoulCalibur II","GC","2003","Fighting","0.99","0.32","0.11","0.08","1.5","93","45","9.10","135"
"Call of Duty 3","PS3","2006","Shooter","0.6","0.62","0.03","0.26","1.5","80","43","6.90","92"
"Tokyo Xtreme Racer Zero","PS2","2000","Racing","0.66","0.52","0.15","0.17","1.5","76","15","8.90","64"
"NFL Blitz","PS","1998","Sports","1.41","0.05","0","0.04","1.5","1","1","1.00","1"
"Red Faction II","PS2","2002","Shooter","0.49","0.78","0","0.23","1.5","84","30","8.30","35"
"Madden NFL 2001","PS2","2000","Sports","1.19","0.07","0.05","0.2","1.5","91","25","7.70","7"
"Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki","NES","1986","Platform","0","0","1.5","0","1.5","1","1","1.00","1"
"WWF No Mercy","N64","2000","Fighting","1.2","0.27","0.02","0.02","1.5","1","1","1.00","1"
"Ice Climber","NES","1985","Platform","0.46","0.1","0.92","0.02","1.5","1","1","1.00","1"
"Sonic CD","SCD","1993","Platform","1","0.36","0.09","0.05","1.5","1","1","1.00","1"
"Star Wars: The Force Unleashed II","PS3","2010","Action","0.8","0.49","0","0.21","1.5","63","41","6.80","121"
"Pac-Man World","PS","1998","Action","1.21","0.14","0.1","0.04","1.5","1","1","1.00","1"
"Rock Band 2","PS3","2008","Misc","1.13","0.2","0","0.16","1.49","91","24","7.90","88"
"Final Fantasy: Crystal Chronicles","GC","2003","Role-Playing","0.72","0.38","0.36","0.04","1.49","80","55","8.10","94"
"Medal of Honor: Frontline","XB","2002","Shooter","1","0.43","0","0.06","1.49","81","18","6.90","23"
"Madden NFL 09","PS2","2008","Sports","1.22","0","0","0.27","1.49","67","4","7.00","24"
"Dead Rising 2","X360","2010","Action","0.75","0.52","0.09","0.12","1.49","79","76","6.90","216"
"Banjo-Tooie","N64","2000","Platform","0.82","0.36","0.25","0.06","1.49","1","1","1.00","1"
"Buzz! The BIG Quiz","PS2","2006","Misc","0","1.1","0","0.39","1.49","1","1","1.00","1"
"Mafia II","PS3","2010","Action","0.5","0.69","0.04","0.26","1.49","75","61","7.70","297"
"Batman: Arkham Knight","XOne","2015","Action","0.88","0.47","0","0.14","1.49","85","16","6.60","694"
"Doom (2016)","PS4","2016","Shooter","0.54","0.69","0.02","0.24","1.49","1","1","1.00","1"
"Dirge of Cerberus: Final Fantasy VII","PS2","2006","Shooter","0.47","0.37","0.52","0.12","1.48","57","51","6.90","103"
"WWF WrestleMania 2000","N64","1999","Fighting","1.2","0.25","0.02","0.02","1.48","1","1","1.00","1"
"Wario Land II","GB","1997","Platform","0.7","0.35","0.39","0.04","1.48","1","1","1.00","1"
"Nintendo World Cup","NES","1990","Sports","0.28","0.5","0.65","0.05","1.48","1","1","1.00","1"
"Sonic Rivals 2","PSP","2007","Racing","0.44","0.67","0","0.37","1.48","60","24","7.80","35"
"Bratz: Forever Diamondz","DS","2006","Adventure","0.43","0.88","0","0.18","1.48","1","1","6.50","4"
"Resistance 3","PS3","2011","Shooter","0.64","0.57","0.05","0.22","1.48","83","91","7.80","543"
"Drawn To Life: SpongeBob SquarePants Edition","DS","2008","Adventure","0.99","0.35","0","0.13","1.48","68","12","5.50","4"
"Disney Sing It: Pop Hits","Wii","2009","Misc","1.07","0.28","0","0.13","1.48","1","1","1.00","1"
"007: Quantum of Solace","X360","2008","Action","0.82","0.51","0.01","0.14","1.48","65","69","7.10","71"
"Major League Baseball 2K5","PS2","2005","Sports","0.72","0.56","0","0.19","1.48","82","19","7.40","20"
"Fight Night 2004","PS2","2004","Fighting","1.08","0.2","0","0.2","1.48","85","43","9.00","25"
"LEGO Star Wars III: The Clone Wars","X360","2011","Action","0.84","0.51","0","0.13","1.48","75","43","7.80","42"
"Tom Clancy's Splinter Cell: Pandora Tomorrow","XB","2004","Action","0.82","0.59","0","0.07","1.48","93","74","8.60","68"
"LEGO City Undercover","3DS","2013","Platform","0.52","0.77","0.07","0.11","1.47","1","1","1.00","1"
"Imagine: Master Chef","DS","2007","Simulation","0.39","0.91","0","0.17","1.47","1","1","1.00","1"
"Disney Princess","GBA","2003","Platform","1.04","0.37","0","0.06","1.47","1","1","1.00","1"
"Mario Golf","N64","1999","Action","0.62","0.18","0.65","0.02","1.47","1","1","1.00","1"
"Call of Duty Black Ops: Declassified","PSV","2012","Action","0.71","0.43","0.07","0.26","1.47","33","58","4.80","479"
"Tom Clancy's Ghost Recon: Future Soldier","X360","2012","Shooter","0.93","0.4","0.02","0.12","1.47","79","75","7.20","334"
"Fight Night Round 3","X360","2006","Fighting","1.33","0.03","0.01","0.1","1.47","86","67","8.80","264"
"Xenogears","PS","1998","Role-Playing","0.29","0.19","0.89","0.1","1.46","84","15","8.40","204"
"The SpongeBob SquarePants Movie","GBA","2004","Platform","1.02","0.38","0","0.06","1.46","1","1","1.00","1"
"Super Scribblenauts","DS","2010","Puzzle","1.06","0.29","0","0.11","1.46","81","53","8.20","46"
"Midway Arcade Treasures","PS2","2003","Misc","0.72","0.56","0","0.19","1.46","76","22","1.00","1"
"Triple Play 99","PS","1998","Sports","0.81","0.55","0","0.1","1.46","1","1","1.00","1"
"Dragon Quest VII: Warriors of Eden","3DS","2013","Role-Playing","0.06","0.09","1.3","0.01","1.46","1","1","1.00","1"
"Super Monkey Ball","GC","2001","Puzzle","0.95","0.37","0.1","0.04","1.46","87","28","7.90","46"
"SoulCalibur IV","PS3","2008","Fighting","0.72","0.4","0.14","0.2","1.46","85","65","7.90","129"
"Donkey Kong","Atari 2600","1981","Platform","1.36","0.08","0","0.02","1.46","1","1","1.00","1"
"Mortal Kombat 4","PS","1998","Fighting","0.81","0.55","0","0.1","1.46","1","1","1.00","1"
"New Play Control! Mario Power Tennis","Wii","2009","Sports","0.35","0.69","0.28","0.14","1.46","1","1","1.00","1"
"Mario Superstar Baseball","GC","2005","Sports","0.93","0.24","0.25","0.04","1.46","76","38","8.60","41"
"Wall-E","DS","2008","Platform","0.46","0.82","0","0.17","1.46","54","15","1.00","1"
"WCW vs the World","PS","1998","Fighting","1.17","0.2","0.04","0.05","1.46","1","1","1.00","1"
"Battlefield: Bad Company","X360","2008","Shooter","0.81","0.46","0.04","0.15","1.46","83","70","7.70","263"
"Homefront","X360","2011","Shooter","0.83","0.48","0.02","0.12","1.45","70","85","6.00","399"
"Onimusha 3: Demon Siege","PS2","2004","Action","0.37","0.47","0.54","0.07","1.45","85","53","8.60","73"
"Madden NFL 15","PS3","2014","Sports","1.08","0.11","0","0.27","1.45","1","1","2.70","13"
"Red Dead Revolver","PS2","2004","Shooter","0.71","0.55","0","0.19","1.45","73","42","7.80","70"
"Resident Evil: Outbreak","PS2","2003","Action","0.54","0.35","0.46","0.1","1.45","71","40","8.30","94"
"Tamagotchi","GB","1996","Simulation","0","0","1.44","0.01","1.45","1","1","1.00","1"
"4 Nin uchi Mahjong","NES","1984","Misc","0","0","1.45","0","1.45","1","1","1.00","1"
"Dragon Ball Z","SNES","1993","Fighting","0","0","1.45","0","1.45","1","1","1.00","1"
"Game de Hakken!! Tamagotchi 2","GB","1997","Simulation","0","0","1.44","0.01","1.45","1","1","1.00","1"
"Namco Museum 64","N64","1999","Misc","1.24","0.17","0.03","0.01","1.45","1","1","1.00","1"
"Mass Effect 2","PS3","2011","Role-Playing","0.78","0.45","0.03","0.19","1.45","94","62","8.50","1081"
"LEGO Battles: Ninjago","DS","2011","Strategy","1.02","0.32","0","0.11","1.45","59","14","6.90","11"
"Tony Hawk's American Wasteland (Weekly american sales)","PS2","2005","Sports","1.38","0.05","0","0.02","1.45","1","1","1.00","1"
"NBA 2K14","PS4","2013","Sports","0.89","0.31","0.01","0.23","1.45","85","20","6.50","368"
"The House of the Dead 2 & 3 Return","Wii","2008","Shooter","0.77","0.49","0.03","0.15","1.44","1","1","1.00","1"
"SingStar Pop","PS2","2007","Misc","0.04","1.08","0","0.32","1.44","73","13","7.50","8"
"Kirby Super Star","SNES","1996","Platform","0.26","0.07","1.09","0.02","1.44","1","1","1.00","1"
"Sonic & Sega All-Stars Racing","Wii","2010","Racing","0.61","0.68","0","0.15","1.44","1","1","1.00","1"
"Disney Infinity","X360","2013","Action","0.97","0.34","0","0.13","1.44","74","38","6.50","79"
"My Word Coach","DS","2007","Misc","0.37","0.89","0","0.18","1.44","71","7","6.80","5"
"Tiger Woods PGA Tour 2005","PS2","2004","Sports","1.03","0.32","0","0.09","1.44","88","30","8.20","20"
"NCAA Football 2003","PS2","2002","Sports","1.16","0.08","0","0.19","1.44","91","19","8.60","27"
"Star Wars: The Force Unleashed II","X360","2010","Action","0.95","0.37","0","0.11","1.43","61","59","5.70","180"
"Frogger 2: Swampy's Revenge","PS","1999","Action","0.8","0.54","0","0.09","1.43","77","4","7.90","8"
"WWE SmackDown vs Raw 2008","X360","2007","Fighting","0.92","0.38","0","0.13","1.43","71","41","6.80","48"
"Kinect Joy Ride","X360","2010","Racing","0.92","0.39","0","0.12","1.43","52","46","5.00","20"
"Smarty Pants","Wii","2007","Misc","0.52","0.75","0","0.16","1.43","65","26","7.60","10"
"SNK vs. Capcom: The Match of the Millennium","PSP","2006","Fighting","0.53","0.57","0","0.34","1.43","1","1","1.00","1"
"Disney's DuckTales","GB","1988","Platform","0.82","0.23","0.35","0.03","1.43","1","1","1.00","1"
"Disney Princess: Magical Jewels","DS","2007","Adventure","1.12","0.19","0","0.11","1.43","1","1","1.00","1"
"Classic NES Series: Super Mario Bros.","GBA","2004","Platform","0","0","1.39","0.03","1.43","84","14","8.60","44"
"Triple Play 2000","PS","1999","Sports","0.79","0.54","0","0.09","1.43","1","1","1.00","1"
"Anno 2070","PC","2011","Strategy","0","1.13","0","0.29","1.43","83","33","7.00","493"
"Hasbro Family Game Night","Wii","2008","Puzzle","0.96","0.33","0","0.13","1.43","63","12","7.50","11"
"Sonic Rivals","PSP","2006","Racing","0.73","0.42","0","0.27","1.42","64","25","7.80","38"
"BioShock","PS3","2008","Shooter","0.75","0.46","0.01","0.2","1.42","94","51","8.70","881"
"Mass Effect 3","PS3","2012","Role-Playing","0.63","0.56","0.03","0.2","1.42","93","30","5.50","1849"
"Cabela's Big Game Hunter","PS2","2002","Sports","0.7","0.54","0","0.18","1.42","59","7","7.80","12"
"NBA Live 06 (Weekly american sales)","PS2","2005","Sports","1.35","0.05","0","0.02","1.42","1","1","1.00","1"
"SimCity (2013)","PC","2013","Simulation","0.48","0.77","0","0.17","1.42","64","75","2.20","4572"
"The Legend of Zelda: The Minish Cap","GBA","2004","Action","0.89","0.22","0.22","0.1","1.42","89","56","9.00","203"
"NFL Street","PS2","2004","Sports","1.15","0.08","0","0.19","1.42","80","36","8.90","45"
"Super Metroid","SNES","1994","Action","0.57","0.12","0.71","0.02","1.42","1","1","1.00","1"
"Pro Yakyuu Family Stadium '87","NES","1987","Sports","0.12","0","1.3","0","1.42","1","1","1.00","1"
"Dead Space 2","PS3","2011","Shooter","0.73","0.48","0","0.21","1.42","89","78","8.40","535"
"Tiger Woods PGA Tour 09 All-Play","Wii","2008","Sports","0.8","0.47","0","0.14","1.42","81","18","8.70","34"
"Metal Gear Rising: Revengeance","PS3","2013","Action","0.45","0.37","0.44","0.16","1.42","80","61","7.90","746"
"Resident Evil (Remake)","GC","2002","Action","0.63","0.38","0.35","0.05","1.42","1","1","1.00","1"
"Rayman Raving Rabbids","Wii","2006","Misc","1.22","0.06","0.02","0.11","1.42","76","54","7.90","116"
"Dragon Quest Monsters: Joker 2","DS","2010","Role-Playing","0.09","0.07","1.24","0.02","1.41","77","33","7.30","15"
"UFC Undisputed 2010","PS3","2010","Fighting","0.8","0.4","0.02","0.18","1.41","85","54","7.20","48"
"LEGO Star Wars: The Video Game","GC","2005","Action","1.09","0.28","0","0.04","1.41","1","1","1.00","1"
"Medal of Honor: Warfighter","PS3","2012","Action","0.48","0.62","0.06","0.26","1.41","55","22","6.00","250"
"Disney's The Lion King","GEN","1994","Platform","0.97","0.37","0.03","0.05","1.41","1","1","1.00","1"
"Sonic's Ultimate Genesis Collection","X360","2009","Misc","0.85","0.43","0","0.13","1.41","79","45","8.50","40"
"Hello Kitty Party","DS","2007","Misc","0.78","0.51","0","0.12","1.41","1","1","1.00","1"
"The Sims 3","Wii","2010","Simulation","0.57","0.69","0","0.14","1.41","1","1","2.50","31"
"Knockout Kings 2000","PS","1999","Fighting","1.02","0.34","0","0.05","1.41","1","1","1.00","1"
"Gran Turismo 4 Prologue","PS2","2003","Racing","0","0.47","0.77","0.17","1.41","1","1","1.00","1"
"Diablo III","X360","2013","Role-Playing","0.9","0.39","0","0.12","1.41","87","42","6.60","384"
"Twisted Metal: Black","PS2","2001","Racing","1.19","0.17","0","0.05","1.41","91","15","8.40","98"
"NASCAR 2005: Chase for the Cup","PS2","2004","Racing","0.69","0.54","0","0.18","1.41","87","19","8.40","15"
"Fight Night Round 4","X360","2009","Fighting","0.95","0.33","0","0.13","1.4","87","76","8.10","86"
"Spider-Man: The Movie","XB","2002","Action","1.07","0.28","0","0.05","1.4","79","29","7.50","11"
"LEGO Star Wars II: The Original Trilogy","PSP","2006","Action","0.58","0.5","0","0.32","1.4","83","11","8.60","26"
"Dead Space","X360","2008","Action","0.89","0.39","0","0.13","1.4","89","79","8.70","768"
"Need For Speed: Undercover","PS2","2008","Racing","0.38","0.08","0.03","0.93","1.4","1","1","6.50","38"
"2Xtreme","PS","1996","Sports","1.15","0.2","0","0.05","1.4","1","1","1.00","1"
"LEGO Indiana Jones 2: The Adventure Continues","Wii","2009","Action","0.9","0.38","0","0.12","1.4","72","13","6.10","14"
"Ridge Racer","PSP","2004","Racing","0.36","0.44","0.32","0.27","1.4","88","58","8.20","65"
"Sonic Advance 3","GBA","2004","Platform","0.74","0.52","0.08","0.06","1.4","79","30","8.40","34"
"Final Fantasy III","NES","1990","Role-Playing","0","0","1.39","0.01","1.4","1","1","1.00","1"
"Tomb Raider (2013)","PS4","2014","Action","0.47","0.65","0.06","0.22","1.4","1","1","1.00","1"
"Colin McRae Rally 3","PS2","2002","Racing","0.03","1.05","0.02","0.3","1.4","86","25","7.70","24"
"Forza Horizon 2","XOne","2014","Racing","0.5","0.78","0.01","0.11","1.4","86","85","8.20","977"
